word_hex,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,n_significant_functions,all_significant_functions
0x596B,2,328,40.0,8.2,328,144,243,Ion channel,2.43,0.00028763333936219495,19,3,Ion channel(2.43x); Kinase(2.07x); Transport(1.99x)
0x8827,2,61,7.5,8.2,61,18,53,Chromatin,4.66,0.00920113103709135,4,1,Chromatin(4.66x)
0x596C,2,449,54.5,8.2,449,178,330,DNA repair,2.5,6.774702369327064e-05,22,2,DNA repair(2.5x); Kinase(2.01x)
0x896A,2,51,6.2,8.2,51,22,36,Cell cycle,7.13,0.0005389783935156031,5,1,Cell cycle(7.13x)
0x37DB,2,61,7.5,8.2,61,25,44,Chromatin,5.03,0.0009364990570852517,6,1,Chromatin(5.03x)
0xF7DE,2,56,6.9,8.2,56,29,45,Unclassified,0,1.0,0,0,
0xF7D3,2,56,6.8,8.2,56,24,39,Nuc acid bind,3.14,0.004929373800958468,7,1,Nuc acid bind(3.14x)
0xE425,2,82,10.1,8.1,82,42,60,DNA repair,3.85,0.0009100810956418948,8,1,DNA repair(3.85x)
0x6882,2,280,34.5,8.1,280,112,202,Cell cycle,4.76,8.614013169714457e-08,17,2,Cell cycle(4.76x); Cytoskeleton(3.29x)
0x37D8,2,96,11.9,8.1,96,49,75,Cytoskeleton,5.85,0.0001722745299283528,7,1,Cytoskeleton(5.85x)
0x3425,2,79,9.7,8.1,79,37,55,Cytoskeleton,5.53,0.0019299182862910166,5,1,Cytoskeleton(5.53x)
0x5451,2,78,9.6,8.1,78,32,48,Ion channel,3.45,0.00675811203541896,6,2,Ion channel(3.45x); Signaling(1.87x)
0xB69F,2,63,7.8,8.1,63,35,51,Unclassified,0,1.0,0,0,
0x769F,2,82,10.3,8.0,82,33,69,Transcription,2.29,0.0002481094809126497,17,1,Transcription(2.29x)
0x75D0,2,270,33.8,8.0,270,123,189,DNA repair,2.96,3.335094032708979e-05,18,3,DNA repair(2.96x); Chromatin(2.73x); Cell cycle(2.55x)
0x35D7,2,189,23.7,8.0,189,92,149,Cytoskeleton,6.23,4.5295361830690177e-08,14,2,Cytoskeleton(6.23x); Cell cycle(2.73x)
0x60A2,2,276,34.6,8.0,276,117,210,Cell cycle,4.56,1.656740066240739e-07,17,5,Cell cycle(4.56x); Cytoskeleton(3.5x); GTPase(2.63x); Ubiquitin(2.26x); Chromatin(2.15x)
0x0A90,2,74,9.2,8.0,74,38,57,Chromatin,4.41,0.00035192772641969076,8,2,Chromatin(4.41x); Apoptosis(3.42x)
0x5B9B,2,94,11.7,8.0,94,39,70,Ion channel,3.78,0.0009943313133943192,8,2,Ion channel(3.78x); Transport(2.8x)
0x882E,2,50,6.2,8.0,50,21,35,Unclassified,0,1.0,0,0,
0x8A2A,2,97,12.1,8.0,97,46,75,Unclassified,0,1.0,0,0,
0xC967,2,52,6.5,8.0,52,22,40,Unclassified,0,1.0,0,0,
0x8818,2,79,9.9,8.0,79,33,48,Unclassified,0,1.0,0,0,
0xD5A9,2,842,106.5,7.9,842,378,622,Kinase,2.05,1.5585098453246702e-05,39,3,Kinase(2.05x); Transport(1.7x); Cell adhesion(1.68x)
0x0A28,2,326,41.5,7.9,326,147,238,Chromatin,3.42,1.1220179511875524e-07,24,5,Chromatin(3.42x); Cytoskeleton(3.34x); Cell cycle(2.35x); RNA processing(2.28x); DNA repair(2.2x)
0xA62A,2,53,6.7,7.9,53,26,42,Unclassified,0,1.0,0,0,
0x77DB,2,172,21.9,7.9,172,72,116,Transcription,1.85,0.000206803993605379,30,1,Transcription(1.85x)
0xA798,2,52,6.6,7.9,52,26,33,Unclassified,0,1.0,0,0,
0x8288,2,143,18.1,7.9,143,66,110,Chromatin,3.17,0.0010698409358269464,10,1,Chromatin(3.17x)
0xF4DF,2,50,6.3,7.9,50,28,44,Transcription,2.22,0.0012759993765984468,14,1,Transcription(2.22x)
0x8A29,2,95,12.1,7.9,95,44,70,Cytoskeleton,5.58,0.0006524645150827969,6,1,Cytoskeleton(5.58x)
0xF568,2,137,17.6,7.8,137,63,99,Chromatin,3.33,0.0007367182793504899,10,2,Chromatin(3.33x); DNA repair(2.89x)
0x8A20,2,346,44.6,7.8,346,148,244,Chromatin,3.4,1.2803095340870084e-07,24,2,Chromatin(3.4x); Cell cycle(2.97x)
0xD58D,2,630,81.2,7.8,630,275,456,Cell adhesion,2.16,0.0001046063439908192,28,1,Cell adhesion(2.16x)
0x72CB,2,194,24.7,7.8,194,90,123,Chromatin,5.12,1.468676334225195e-10,22,3,Chromatin(5.12x); Nuc acid bind(2.39x); Transcription(2.37x)
0x0967,2,59,7.6,7.8,59,21,44,Unclassified,0,1.0,0,0,
0x608D,2,94,12.1,7.8,94,36,67,Unclassified,0,1.0,0,0,
0xC9DC,2,52,6.6,7.8,52,16,43,Unclassified,0,1.0,0,0,
0x6DB6,2,1512,195.8,7.7,1512,665,1000,Transcription,1.93,2.7112875150367907e-35,289,2,Transcription(1.93x); Chromatin(1.92x)
0x259D,2,661,86.1,7.7,661,271,477,Cytoskeleton,2.57,0.00036086100007053334,17,4,Cytoskeleton(2.57x); Cell cycle(2.32x); DNA repair(2.01x); Chromatin(1.78x)
0x7617,2,170,22.1,7.7,170,77,118,Methylation,5.47,0.0007906452340848082,6,5,Methylation(5.47x); Chromatin(5.44x); RNA processing(2.68x); DNA repair(2.62x); Transcription(1.68x)
0x756B,2,148,19.2,7.7,148,65,113,Unclassified,0,1.0,0,0,
0x6C82,2,137,17.8,7.7,137,49,94,Structural,4.81,0.0014456969555270377,6,2,Structural(4.81x); Cell cycle(3.84x)
0x756A,2,131,16.9,7.7,131,57,96,Unclassified,0,1.0,0,0,
0x7790,2,93,12.1,7.7,93,45,74,Kinase,3.09,0.0067392360017306365,7,1,Kinase(3.09x)
0x108D,2,87,11.3,7.7,87,36,59,Unclassified,0,1.0,0,0,
0xD8A1,2,472,62.3,7.6,472,213,340,Chromatin,3.05,2.6333725847273486e-08,31,2,Chromatin(3.05x); Kinase(2.15x)
0x596A,2,267,35.2,7.6,267,133,199,Ion channel,2.49,0.000300469024725866,18,2,Ion channel(2.49x); Transport(2.05x)
0x79E7,2,281,36.9,7.6,281,132,195,RNA processing,3.51,3.3517192004679474e-06,18,4,RNA processing(3.51x); Cytoskeleton(2.79x); Nuc acid bind(2.28x); Kinase(2.11x)
0x0B20,2,65,8.6,7.6,65,34,51,Unclassified,0,1.0,0,0,
0x779C,2,51,6.7,7.6,51,28,39,Unclassified,0,1.0,0,0,
0x8690,2,59,7.7,7.6,59,25,41,Unclassified,0,1.0,0,0,
0xDF7D,2,2221,296.0,7.5,2221,870,1321,Chromatin,2.29,9.187986419400768e-15,95,6,Chromatin(2.29x); Cytoskeleton(2.21x); Transcription(1.85x); RNA processing(1.84x); Nuc acid bind(1.66x); Kinase(1.51x)
0x7623,2,65,8.6,7.5,65,34,48,Unclassified,0,1.0,0,0,
0x77DC,2,123,16.5,7.5,123,58,94,Kinase,3.77,0.00012487986713937324,11,3,Kinase(3.77x); Chromatin(3.25x); Transcription(2.07x)
0x77DF,2,195,25.8,7.5,195,100,148,Transcription,1.91,3.664167634171826e-06,43,1,Transcription(1.91x)
0xB62B,2,110,14.7,7.5,110,41,71,Unclassified,0,1.0,0,0,
0x769A,2,136,18.1,7.5,136,64,101,RNA processing,3.22,0.003197405336161825,8,2,RNA processing(3.22x); Transcription(2.29x)
0xCA20,2,115,15.3,7.5,115,46,83,Cytoskeleton,7.12,1.3429139383551743e-05,8,3,Cytoskeleton(7.12x); Structural(4.27x); Cell cycle(4.09x)
0xB2C9,2,54,7.2,7.5,54,23,37,Chromatin,5.47,0.0005790875934840826,6,1,Chromatin(5.47x)
0xDCA9,2,265,35.1,7.5,265,112,180,Transcription,1.59,0.0009554736305374249,40,1,Transcription(1.59x)
0xF5D3,2,50,6.7,7.5,50,20,37,Unclassified,0,1.0,0,0,
0xE428,2,139,18.5,7.5,139,60,91,Nuc acid bind,2.15,0.008230210848272032,12,1,Nuc acid bind(2.15x)
0x5082,2,179,23.8,7.5,179,96,130,Cell cycle,3.6,0.0002323281156889018,11,2,Cell cycle(3.6x); Chromatin(2.4x)
0x779F,2,52,6.9,7.5,52,23,44,Unclassified,0,1.0,0,0,
0x75DE,2,138,18.7,7.4,138,64,102,RNA processing,3.22,0.003197405336161825,8,2,RNA processing(3.22x); Nuc acid bind(2.19x)
