word_hex,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,n_significant_functions,all_significant_functions
0x09D0,2,74,8.8,8.4,74,34,63,Unclassified,0,1.0,0,0,
0x5967,2,175,20.9,8.4,175,56,125,Transport,2.39,0.0005856527517130476,16,1,Transport(2.39x)
0x5E79,2,179,21.4,8.4,179,47,111,Cell cycle,3.94,0.0037891209456922237,6,1,Cell cycle(3.94x)
0x596A,2,107,12.7,8.4,107,45,79,Kinase,3.45,0.003624807855052373,7,3,Kinase(3.45x); Ion channel(3.0x); Transport(2.61x)
0x36D3,2,94,11.1,8.4,94,29,64,Transcription,2.31,0.001560577139304341,13,1,Transcription(2.31x)
0xA18A,2,83,9.8,8.4,83,31,62,Unclassified,0,1.0,0,0,
0x75DE,2,78,9.3,8.4,78,25,54,RNA processing,6.49,6.283967343841351e-05,7,1,RNA processing(6.49x)
0x25BD,2,222,26.8,8.3,222,65,158,Unclassified,0,1.0,0,0,
0x25A1,2,232,27.9,8.3,232,75,166,Unclassified,0,1.0,0,0,
0x05D5,2,79,9.5,8.3,79,19,50,Unclassified,0,1.0,0,0,
0x628A,2,631,77.2,8.2,631,179,397,Chromatin,2.4,3.156940606080401e-05,25,1,Chromatin(2.4x)
0xB5D0,2,108,13.2,8.2,108,46,83,DNA repair,4.11,0.001343749695555111,7,1,DNA repair(4.11x)
0xE620,2,63,7.7,8.2,63,17,47,RNA processing,6.81,0.0005794161389747287,5,1,RNA processing(6.81x)
0xE725,2,60,7.3,8.2,60,18,44,Unclassified,0,1.0,0,0,
0xB6DA,2,138,16.8,8.2,138,46,95,Unclassified,0,1.0,0,0,
0xE5D0,2,78,9.5,8.2,78,21,45,Unclassified,0,1.0,0,0,
0x34D7,2,155,19.2,8.1,155,48,99,Cell adhesion,5.17,0.0025951942629452536,5,1,Cell adhesion(5.17x)
0x5CB9,2,59,7.3,8.1,59,15,42,Unclassified,0,1.0,0,0,
0x3725,2,64,7.9,8.1,64,21,44,Signaling,2.93,0.006621940542768046,7,1,Signaling(2.93x)
0x75D1,2,125,15.5,8.1,125,49,93,Unclassified,0,1.0,0,0,
0x258D,2,187,23.4,8.0,187,58,138,DNA repair,3.26,0.0051933684637541395,7,1,DNA repair(3.26x)
0x9F7D,2,159,19.8,8.0,159,42,96,Cell adhesion,4.73,0.00967371697651694,4,2,Cell adhesion(4.73x); RNA processing(3.31x)
0x8560,2,77,9.6,8.0,77,29,61,Unclassified,0,1.0,0,0,
0x6082,2,82,10.3,8.0,82,39,68,Unclassified,0,1.0,0,0,
0x6E79,2,113,14.2,8.0,113,31,81,Unclassified,0,1.0,0,0,
0x25B2,2,472,60.1,7.9,472,122,292,Kinase,2.18,0.008471031612975487,12,1,Kinase(2.18x)
0xB4DF,2,62,7.9,7.9,62,24,51,Cell adhesion,8.27,0.0012116181826284558,4,1,Cell adhesion(8.27x)
0x0A28,2,104,13.2,7.9,104,34,73,Chromatin,4.05,0.0005710321720784192,8,2,Chromatin(4.05x); DNA repair(3.97x)
0x77DC,2,70,8.9,7.9,70,23,42,Transcription,2.69,0.0004312337481412523,12,1,Transcription(2.69x)
0x7618,2,185,23.8,7.8,185,62,119,Unclassified,0,1.0,0,0,
0xDB6D,2,2791,358.3,7.8,2791,758,1462,Transcription,2.24,3.231088433349509e-62,329,2,Transcription(2.24x); Chromatin(1.57x)
0x2E79,2,361,46.5,7.8,361,109,227,Cytoskeleton,3.59,0.0008297740143720598,9,2,Cytoskeleton(3.59x); Cell adhesion(3.19x)
0x7907,2,95,12.1,7.8,95,16,32,Unclassified,0,1.0,0,0,
0x95A9,2,161,20.8,7.8,161,45,120,Unclassified,0,1.0,0,0,
0x7457,2,60,7.7,7.8,60,17,40,Unclassified,0,1.0,0,0,
0xD8A2,2,390,50.9,7.7,390,137,295,Unclassified,0,1.0,0,0,
0x68A1,2,75,9.8,7.7,75,20,46,Unclassified,0,1.0,0,0,
0x5B9B,2,60,7.8,7.7,60,12,25,Transport,4.19,0.001380787483130252,6,1,Transport(4.19x)
0x6186,2,508,67.0,7.6,508,163,337,Cell adhesion,3.35,0.00039082663004359996,11,3,Cell adhesion(3.35x); Chromatin(2.32x); DNA repair(2.15x)
0x77DF,2,93,12.3,7.6,93,31,60,Cytoskeleton,7.01,0.0006259893072227904,5,2,Cytoskeleton(7.01x); Transcription(2.49x)
0x508D,2,59,7.8,7.6,59,15,42,Unclassified,0,1.0,0,0,
0xB425,2,85,11.2,7.6,85,21,51,Unclassified,0,1.0,0,0,
0x74D7,2,209,27.5,7.6,209,72,135,Chromatin,3.82,2.41742381254829e-06,16,2,Chromatin(3.82x); Transcription(1.86x)
0x85D8,2,120,15.8,7.6,120,39,82,DNA repair,4.15,0.002804249490750317,6,3,DNA repair(4.15x); Chromatin(3.09x); Nuc acid bind(2.59x)
0x7568,2,216,28.7,7.5,216,76,159,Kinase,2.63,0.006722762216019567,9,1,Kinase(2.63x)
0xD8A1,2,210,28.1,7.5,210,73,146,Kinase,2.73,0.005149288196275009,9,2,Kinase(2.73x); Signaling(2.05x)
0xB2CA,2,86,11.5,7.5,86,28,62,Transcription,2.58,0.0002561661117357907,14,1,Transcription(2.58x)
0x1E79,2,139,18.7,7.5,139,47,89,Nuc acid bind,2.3,0.0011582733197801189,15,1,Nuc acid bind(2.3x)
0x5CB2,2,86,11.5,7.5,86,31,63,Transcription,2.49,0.00024563420620072457,15,1,Transcription(2.49x)
0x72C9,2,149,19.9,7.5,149,49,109,Unclassified,0,1.0,0,0,
0xE625,2,69,9.3,7.4,69,31,57,Unclassified,0,1.0,0,0,
0x75D5,2,335,45.5,7.4,335,96,221,Cell adhesion,3.62,0.0030204888929088753,7,2,Cell adhesion(3.62x); Signaling(2.11x)
0x7698,2,123,16.5,7.4,123,39,79,Unclassified,0,1.0,0,0,
0xB2C8,2,60,8.1,7.4,60,23,48,Transcription,2.24,0.007040003468643274,10,1,Transcription(2.24x)
0x5A2E,2,140,19.2,7.3,140,37,72,Cytoskeleton,4.7,0.009819243300666204,4,2,Cytoskeleton(4.7x); Ion channel(3.25x)
0x7725,2,127,17.5,7.3,127,36,87,Unclassified,0,1.0,0,0,
0x28A1,2,209,28.6,7.3,209,67,126,DNA repair,3.63,0.0007221886092863851,9,3,DNA repair(3.63x); Chromatin(3.34x); Nuc acid bind(1.83x)
0x2F72,2,207,28.4,7.3,207,64,144,Chromatin,3.76,1.2672895537094583e-05,14,2,Chromatin(3.76x); Transcription(2.5x)
0xE5D5,2,87,11.9,7.3,87,27,61,Unclassified,0,1.0,0,0,
0x4208,2,179,24.6,7.3,179,55,112,Nuc acid bind,1.97,0.006310377712670522,15,1,Nuc acid bind(1.97x)
0x68AD,2,112,15.4,7.3,112,33,78,Unclassified,0,1.0,0,0,
0x6CA2,2,82,11.3,7.3,82,20,53,Unclassified,0,1.0,0,0,
0xF628,2,108,14.8,7.3,108,33,76,Unclassified,0,1.0,0,0,
0x769C,2,61,8.3,7.3,61,20,44,Unclassified,0,1.0,0,0,
0xB6DC,2,109,15.0,7.3,109,39,65,Transcription,2.25,0.0004584579472527011,17,1,Transcription(2.25x)
0x0B2C,2,55,7.5,7.3,55,16,37,Unclassified,0,1.0,0,0,
0x756A,2,63,8.7,7.2,63,21,39,Unclassified,0,1.0,0,0,
0x25A9,2,166,23.0,7.2,166,48,117,Unclassified,0,1.0,0,0,
0x7177,2,109,15.2,7.2,109,45,76,Transcription,2.41,2.8904584721454035e-05,21,1,Transcription(2.41x)
0x41A4,2,233,32.2,7.2,233,73,151,Unclassified,0,1.0,0,0,
0x756E,2,52,7.2,7.2,52,14,37,Unclassified,0,1.0,0,0,
0xB90A,2,54,7.5,7.2,54,21,37,Unclassified,0,1.0,0,0,
0x765C,2,55,7.7,7.1,55,17,30,Unclassified,0,1.0,0,0,
0xF5D7,2,85,12.0,7.1,85,29,57,Unclassified,0,1.0,0,0,
0x2B72,2,309,43.8,7.1,309,80,159,Cell adhesion,4.34,0.0010470086388852757,7,3,Cell adhesion(4.34x); Kinase(2.77x); Transcription(1.74x)
0xB6D9,2,69,9.7,7.1,69,27,46,Transcription,2.48,0.0006781210358621568,13,1,Transcription(2.48x)
0xCB2E,2,64,9.0,7.1,64,22,43,Unclassified,0,1.0,0,0,
0x79E5,2,230,32.4,7.1,230,72,167,Unclassified,0,1.0,0,0,
0x90B9,2,90,12.6,7.1,90,34,70,Transcription,2.27,0.0008455252634005047,15,1,Transcription(2.27x)
0x37D7,2,76,10.7,7.1,76,18,53,Cytoskeleton,7.24,0.007544875274731419,3,1,Cytoskeleton(7.24x)
0x2882,2,265,38.1,7.0,265,81,180,Chromatin,2.55,0.0022634409515717756,12,1,Chromatin(2.55x)
0xD5A1,2,257,36.5,7.0,257,91,195,Cell adhesion,4.91,7.686157137784675e-05,9,3,Cell adhesion(4.91x); Cell cycle(2.71x); Signaling(1.93x)
0x8625,2,113,16.2,7.0,113,34,77,DNA repair,5.56,0.00019674261921135596,7,1,DNA repair(5.56x)
0x25AD,2,303,44.1,6.9,303,92,234,Unclassified,0,1.0,0,0,
0x8B28,2,67,9.8,6.9,67,24,51,Unclassified,0,1.0,0,0,
0x2CB9,2,265,38.4,6.9,265,76,161,Cytoskeleton,4.57,0.00031844905683253775,8,2,Cytoskeleton(4.57x); Nuc acid bind(1.8x)
0x6C82,2,57,8.3,6.9,57,26,45,Unclassified,0,1.0,0,0,
0x98A9,2,56,8.1,6.9,56,26,43,Cytoskeleton,6.68,0.0026993838701061365,4,1,Cytoskeleton(6.68x)
0x372C,2,70,10.2,6.9,70,27,44,Transcription,2.29,0.0025761438360448574,12,1,Transcription(2.29x)
0x4DF4,2,254,37.4,6.8,254,74,169,Unclassified,0,1.0,0,0,
0x72C8,2,104,15.3,6.8,104,32,67,Unclassified,0,1.0,0,0,
0x7628,2,287,42.0,6.8,287,76,170,Cytoskeleton,3.43,0.007732189151844834,6,3,Cytoskeleton(3.43x); Chromatin(2.72x); Transcription(1.7x)
0x18A2,2,212,31.2,6.8,212,78,163,Kinase,3.41,0.000163761774254553,12,1,Kinase(3.41x)
0x5A2B,2,118,17.4,6.8,118,29,80,Cytoskeleton,7.49,0.0004539128273676577,5,1,Cytoskeleton(7.49x)
0x20A2,2,245,36.2,6.8,245,74,169,Cytoskeleton,3.52,0.006799825720149919,6,4,Cytoskeleton(3.52x); RNA processing(2.82x); Kinase(2.7x); Nuc acid bind(1.95x)
0x1861,2,358,52.8,6.8,358,117,237,Chromatin,2.5,0.0003717929958283192,17,2,Chromatin(2.5x); Transcription(1.85x)
0x68B9,2,91,13.4,6.8,91,27,65,Unclassified,0,1.0,0,0,
0x909D,2,108,15.9,6.8,108,39,68,Unclassified,0,1.0,0,0,
0x20BD,2,131,19.2,6.8,131,46,85,Transcription,2.13,0.0004945497385883381,19,1,Transcription(2.13x)
0xB725,2,53,7.8,6.8,53,18,39,Unclassified,0,1.0,0,0,
0x50A1,2,63,9.3,6.8,63,23,47,Unclassified,0,1.0,0,0,
0xA288,2,63,9.4,6.7,63,19,35,Unclassified,0,1.0,0,0,
0x50B9,2,85,12.7,6.7,85,29,60,Unclassified,0,1.0,0,0,
0x7627,2,96,14.2,6.7,96,27,58,Unclassified,0,1.0,0,0,
0x772C,2,153,22.7,6.7,153,45,84,Chromatin,3.06,0.003880279845590077,8,2,Chromatin(3.06x); Transcription(2.06x)
0x1E51,2,63,9.4,6.7,63,12,23,Signaling,3.66,0.007495031586388247,5,1,Signaling(3.66x)
0x5A20,2,302,45.0,6.7,302,72,173,DNA repair,4.13,5.640569432630137e-05,11,2,DNA repair(4.13x); Chromatin(2.87x)
0x2CBD,2,181,26.9,6.7,181,69,134,Transcription,1.79,0.001812847600581261,24,1,Transcription(1.79x)
0xD88D,2,157,23.6,6.7,157,53,124,Unclassified,0,1.0,0,0,
0x5455,2,111,16.7,6.7,111,32,64,Ion channel,4.69,2.5837425089552832e-05,10,2,Ion channel(4.69x); Transport(3.14x)
0xD582,2,320,48.5,6.6,320,110,237,Cell cycle,2.52,0.008975128623685276,9,1,Cell cycle(2.52x)
0xDA69,2,1167,175.7,6.6,1167,364,661,Transcription,2.17,4.390748778906291e-25,153,2,Transcription(2.17x); Cell adhesion(2.05x)
0x76DB,2,247,37.3,6.6,247,86,144,Transcription,2.82,2.4040445224198143e-13,47,1,Transcription(2.82x)
0x7DF6,2,470,70.8,6.6,470,122,280,Cytoskeleton,2.85,0.006753243212976117,8,2,Cytoskeleton(2.85x); Transcription(1.9x)
0x5823,2,63,9.5,6.6,63,19,36,Unclassified,0,1.0,0,0,
0x9082,2,81,12.2,6.6,81,28,65,Protein folding,5.03,0.0075178224716471,4,2,Protein folding(5.03x); Kinase(3.96x)
0x7657,2,87,13.1,6.6,87,32,63,Cell adhesion,6.2,0.00362384715125015,4,1,Cell adhesion(6.2x)
0x0AD0,2,65,9.8,6.6,65,25,54,Unclassified,0,1.0,0,0,
0xA425,2,51,7.7,6.6,51,18,27,Unclassified,0,1.0,0,0,
0xD082,2,251,37.8,6.6,251,108,211,DNA repair,4.25,3.2544425435471417e-07,17,4,DNA repair(4.25x); Nuc acid bind(2.54x); RNA processing(2.36x); Chromatin(2.23x)
0x9CB2,2,71,10.8,6.6,71,24,55,Unclassified,0,1.0,0,0,
0x5820,2,222,34.3,6.5,222,59,141,Cytoskeleton,4.42,0.0021867594980412293,6,1,Cytoskeleton(4.42x)
0x34DB,2,99,15.3,6.5,99,35,71,Chromatin,3.44,0.0034342097936014126,7,1,Chromatin(3.44x)
0x4105,2,167,25.6,6.5,167,67,104,Transcription,2.39,4.71464109586336e-07,31,1,Transcription(2.39x)
0xA186,2,63,9.8,6.5,63,21,46,Unclassified,0,1.0,0,0,
0x1A71,2,79,12.2,6.5,79,30,59,Transcription,2.06,0.007240909181953037,12,1,Transcription(2.06x)
0xF6DB,2,85,13.1,6.5,85,21,60,Nuc acid bind,2.75,0.005012109610894189,8,1,Nuc acid bind(2.75x)
0x9451,2,65,10.0,6.5,65,15,27,Unclassified,0,1.0,0,0,
0x820A,2,51,7.8,6.5,51,15,36,Unclassified,0,1.0,0,0,
0x98A2,2,115,17.8,6.5,115,42,78,RNA processing,3.86,0.0018851192675027224,7,1,RNA processing(3.86x)
0x71CB,2,124,19.1,6.5,124,49,84,Transcription,2.84,2.5976610141839515e-08,27,1,Transcription(2.84x)
0xCADB,2,54,8.3,6.5,54,26,44,Unclassified,0,1.0,0,0,
0x15A9,2,127,19.6,6.5,127,41,99,Cell adhesion,7.26,0.00014692255161130992,6,1,Cell adhesion(7.26x)
0x9C9D,2,56,8.7,6.5,56,21,40,Unclassified,0,1.0,0,0,
0x09D8,2,59,9.0,6.5,59,16,45,Unclassified,0,1.0,0,0,
0x5D75,2,2305,361.8,6.4,2305,618,1242,Chromatin,1.95,1.0466858193967305e-08,70,4,Chromatin(1.95x); Transcription(1.94x); Cell adhesion(1.85x); Ubiquitin(1.51x)
0x75DB,2,280,43.8,6.4,280,91,181,Kinase,2.92,0.0007071567310346925,12,3,Kinase(2.92x); Chromatin(2.27x); Transcription(1.87x)
0xDCAD,2,165,25.8,6.4,165,66,122,Transcription,1.8,0.0021774486796082996,23,1,Transcription(1.8x)
0xCB21,2,51,8.0,6.4,51,24,35,Unclassified,0,1.0,0,0,
0xD5B9,2,318,50.0,6.4,318,115,251,Signaling,1.76,0.004556166122492996,23,1,Signaling(1.76x)
0x60B9,2,68,10.6,6.4,68,26,54,Unclassified,0,1.0,0,0,
0x1420,2,51,8.0,6.4,51,14,35,Unclassified,0,1.0,0,0,
0xE628,2,73,11.4,6.4,73,26,41,Unclassified,0,1.0,0,0,
0x2962,2,276,43.5,6.3,276,64,148,Cell adhesion,3.88,0.008967862050177583,5,1,Cell adhesion(3.88x)
0x76D7,2,297,46.8,6.3,297,109,196,Kinase,2.44,0.003426669477603588,12,3,Kinase(2.44x); Transcription(2.41x); Chromatin(2.37x)
0xDC71,2,97,15.5,6.3,97,33,57,Transcription,2.66,3.411578062995618e-05,17,1,Transcription(2.66x)
0x60A2,2,89,14.0,6.3,89,23,65,Unclassified,0,1.0,0,0,
0x1A41,2,208,33.3,6.3,208,60,123,Cell adhesion,4.14,0.006843042588458197,5,2,Cell adhesion(4.14x); Kinase(2.96x)
0x8AD8,2,105,16.6,6.3,105,34,70,Unclassified,0,1.0,0,0,
0x77D0,2,100,15.8,6.3,100,23,67,Transcription,2.47,0.001886590147872058,11,1,Transcription(2.47x)
0x609D,2,84,13.4,6.3,84,30,63,Unclassified,0,1.0,0,0,
0x72C7,2,72,11.4,6.3,72,28,50,Transcription,2.39,0.0010438153034383422,13,1,Transcription(2.39x)
0x79E6,2,212,33.7,6.3,212,63,132,RNA processing,2.94,0.005299606480715254,8,2,RNA processing(2.94x); Ion channel(2.38x)
0x34DF,2,63,9.9,6.3,63,23,49,Structural,10.79,7.602911509471941e-05,5,1,Structural(10.79x)
0xF7D3,2,50,7.9,6.3,50,14,33,Transcription,2.95,0.0019210101651683275,8,1,Transcription(2.95x)
0x420B,2,100,15.8,6.3,100,37,76,DNA repair,5.11,0.00034265886524056574,7,3,DNA repair(5.11x); Nuc acid bind(2.15x); Transcription(2.09x)
0x159D,2,257,41.1,6.2,257,98,187,Unclassified,0,1.0,0,0,
0xD0BD,2,169,27.3,6.2,169,45,121,Unclassified,0,1.0,0,0,
0x72CA,2,136,21.8,6.2,136,44,100,Nuc acid bind,2.13,0.005158505402828874,13,2,Nuc acid bind(2.13x); Transcription(1.99x)
0xD8AD,2,276,44.5,6.2,276,90,203,Structural,3.31,0.00919007595909665,6,1,Structural(3.31x)
0x7DF5,2,283,45.4,6.2,283,86,174,Transcription,2.46,2.1610418878368947e-09,41,1,Transcription(2.46x)
0x5E62,2,180,28.9,6.2,180,41,91,Cell adhesion,6.05,0.0012696900844938862,5,2,Cell adhesion(6.05x); Kinase(3.25x)
0x10A1,2,80,12.9,6.2,80,22,57,Unclassified,0,1.0,0,0,
0x5C9D,2,57,9.2,6.2,57,26,43,Unclassified,0,1.0,0,0,
0xF7D0,2,62,9.9,6.2,62,23,47,Nuc acid bind,2.82,0.0023698894868775366,9,1,Nuc acid bind(2.82x)
0x2E62,2,386,62.8,6.1,386,104,223,Chromatin,2.15,0.0068128979654240125,13,2,Chromatin(2.15x); Transcription(1.78x)
0xB5DB,2,97,15.8,6.1,97,41,68,Transcription,2.51,1.9805920390233308e-05,20,1,Transcription(2.51x)
0x7DB7,2,236,38.6,6.1,236,67,159,Cell adhesion,4.45,0.0021361938714294284,6,2,Cell adhesion(4.45x); Kinase(2.98x)
0x637D,2,104,17.0,6.1,104,38,61,Unclassified,0,1.0,0,0,
0x37D5,2,54,8.8,6.1,54,14,35,Unclassified,0,1.0,0,0,
0xA5D7,2,199,32.7,6.1,199,71,136,Transcription,1.67,0.006174765396772326,23,1,Transcription(1.67x)
0xF7DB,2,73,11.9,6.1,73,14,52,Transcription,2.58,0.009694020163986412,7,1,Transcription(2.58x)
0x75D8,2,229,37.7,6.1,229,82,171,Chromatin,2.31,0.007366762344593715,11,1,Chromatin(2.31x)
0x35D0,2,88,14.5,6.1,88,29,63,Unclassified,0,1.0,0,0,
0x1C72,2,114,18.5,6.1,114,40,69,Transcription,2.84,5.438021107056555e-07,22,1,Transcription(2.84x)
0x28AD,2,278,45.3,6.1,278,82,174,Cytoskeleton,4.24,0.0005365361636747598,8,2,Cytoskeleton(4.24x); RNA processing(2.82x)
0xDCB9,2,137,22.4,6.1,137,45,103,Unclassified,0,1.0,0,0,
0xB62B,2,57,9.4,6.1,57,24,41,Unclassified,0,1.0,0,0,
0x1620,2,51,8.3,6.1,51,13,38,Unclassified,0,1.0,0,0,
0x2B42,2,295,49.5,6.0,295,74,190,Cytoskeleton,3.52,0.006799825720149919,6,2,Cytoskeleton(3.52x); Chromatin(2.79x)
0x208D,2,101,16.8,6.0,101,37,69,Unclassified,0,1.0,0,0,
0x5B2C,2,297,49.2,6.0,297,88,187,Transcription,2.34,1.8957095676158522e-08,40,1,Transcription(2.34x)
0x4288,2,182,30.2,6.0,182,54,121,Cell cycle,3.43,0.007564848242818409,6,1,Cell cycle(3.43x)
0x25B1,2,68,11.3,6.0,68,25,49,Transcription,2.27,0.004256461798804888,11,1,Transcription(2.27x)
0xB5D5,2,99,16.4,6.0,99,31,64,Unclassified,0,1.0,0,0,
0x5CA2,2,57,9.6,5.9,57,23,41,Kinase,4.82,0.0030819663996778813,5,1,Kinase(4.82x)
0x15A1,2,141,23.8,5.9,141,51,116,Unclassified,0,1.0,0,0,
0x3625,2,92,15.5,5.9,92,24,57,Cell adhesion,8.27,0.0012116181826284558,4,2,Cell adhesion(8.27x); Ion channel(3.76x)
0x2E42,2,263,44.8,5.9,263,91,183,Chromatin,3.02,5.5676470651834204e-05,16,2,Chromatin(3.02x); RNA processing(2.8x)
0x7420,2,99,16.7,5.9,99,36,74,Unclassified,0,1.0,0,0,
0x36DF,2,64,10.8,5.9,64,19,28,Unclassified,0,1.0,0,0,
0x2972,2,161,27.5,5.9,161,33,79,Unclassified,0,1.0,0,0,
0x582B,2,78,13.2,5.9,78,24,46,Unclassified,0,1.0,0,0,
0x20B9,2,161,27.4,5.9,161,66,120,Unclassified,0,1.0,0,0,
0x7D37,2,242,41.3,5.9,242,71,142,Cytoskeleton,3.67,0.005558344229576548,6,3,Cytoskeleton(3.67x); Chromatin(2.42x); Transcription(1.74x)
0x756C,2,98,16.5,5.9,98,28,72,Unclassified,0,1.0,0,0,
0x9B69,2,299,51.1,5.9,299,101,193,Transcription,1.68,0.0009802246649174755,33,1,Transcription(1.68x)
0x1B71,2,62,10.5,5.9,62,24,40,Transcription,3.01,2.7310251174112485e-05,14,1,Transcription(3.01x)
0x4D37,2,236,40.6,5.8,236,56,155,Structural,6.2,0.00011353099615353342,7,1,Structural(6.2x)
0xD75D,2,3193,550.8,5.8,3193,859,1757,Transcription,1.96,4.771038957508258e-45,326,4,Transcription(1.96x); Kinase(1.81x); Cell adhesion(1.73x); Chromatin(1.66x)
0x3628,2,110,18.8,5.8,110,37,74,Cytoskeleton,7.04,0.00017037967044871414,6,1,Cytoskeleton(7.04x)
0x5A28,2,389,66.6,5.8,389,83,209,Unclassified,0,1.0,0,0,
0xD081,2,115,19.9,5.8,115,38,79,Cell adhesion,5.23,0.006783042256126378,4,1,Cell adhesion(5.23x)
0x4D36,2,540,92.8,5.8,540,152,315,Cell adhesion,3.59,0.000212461897924899,11,1,Cell adhesion(3.59x)
0x5F62,2,151,26.1,5.8,151,30,69,Cell adhesion,13.24,8.41313586019077e-08,8,1,Cell adhesion(13.24x)
0x420A,2,196,33.6,5.8,196,59,136,Chromatin,2.92,0.001870426303267638,10,1,Chromatin(2.92x)
0xCA2C,2,58,9.9,5.8,58,22,42,Unclassified,0,1.0,0,0,
0x7428,2,144,24.7,5.8,144,44,91,Chromatin,3.13,0.003355822475664237,8,1,Chromatin(3.13x)
0x69A7,2,241,41.3,5.8,241,82,160,Nuc acid bind,2.29,2.3428530301256104e-05,26,2,Nuc acid bind(2.29x); Transcription(1.7x)
0xADB6,2,156,27.0,5.8,156,53,103,Transcription,1.85,0.0035842187570095047,19,1,Transcription(1.85x)
0x1E61,2,120,20.6,5.8,120,42,76,Kinase,4.22,0.0004723598857120592,8,3,Kinase(4.22x); RNA processing(3.86x); Nuc acid bind(3.44x)
0x69C6,2,108,18.6,5.8,108,45,84,Transcription,2.29,0.00010549768861515166,20,1,Transcription(2.29x)
0xF5D5,2,57,9.9,5.8,57,20,47,Unclassified,0,1.0,0,0,
0x2B62,2,393,69.5,5.7,393,99,234,Cytoskeleton,4.39,7.954779737065095e-05,10,2,Cytoskeleton(4.39x); Chromatin(2.95x)
0xF4D7,2,52,9.2,5.7,52,15,33,Unclassified,0,1.0,0,0,
0xD09D,2,278,49.1,5.7,278,86,223,DNA repair,3.14,0.0011704614165322974,10,1,DNA repair(3.14x)
0x5D74,2,1293,226.8,5.7,1293,380,740,Transcription,1.91,3.616831334586605e-17,141,3,Transcription(1.91x); Chromatin(1.9x); Kinase(1.81x)
0x4209,2,153,26.6,5.7,153,52,108,Kinase,3.41,0.0020408711136538967,8,1,Kinase(3.41x)
0x20AD,2,180,31.6,5.7,180,58,122,Nuc acid bind,2.49,5.4008860929115706e-05,20,1,Nuc acid bind(2.49x)
0x7DF4,2,218,38.1,5.7,218,67,148,Cell adhesion,5.93,5.0594485055498646e-05,8,3,Cell adhesion(5.93x); Chromatin(2.57x); Transcription(1.92x)
0x6DB7,2,354,61.9,5.7,354,109,242,Cell adhesion,3.19,0.006102742370519682,7,1,Cell adhesion(3.19x)
0x0AD5,2,69,12.2,5.7,69,24,48,Unclassified,0,1.0,0,0,
0xF5DB,2,54,9.5,5.7,54,23,36,Unclassified,0,1.0,0,0,
0x596F,2,56,9.8,5.7,56,17,41,Unclassified,0,1.0,0,0,
0x628B,2,147,25.7,5.7,147,36,107,DNA repair,4.5,0.0018357438835484544,6,1,DNA repair(4.5x)
0x8B95,2,77,13.5,5.7,77,23,57,Cell cycle,5.36,0.005830620878336446,4,1,Cell cycle(5.36x)
0xD5A2,2,369,66.0,5.6,369,137,281,Cell adhesion,2.9,0.00607146106998492,8,3,Cell adhesion(2.9x); Kinase(2.27x); RNA processing(2.2x)
0xD89D,2,271,48.6,5.6,271,86,206,Unclassified,0,1.0,0,0,
0x537D,2,153,27.3,5.6,153,41,85,Transcription,1.89,0.007457011843362416,15,1,Transcription(1.89x)
0x5A5C,2,69,12.2,5.6,69,19,34,Cell adhesion,7.84,0.006088097912506958,3,2,Cell adhesion(7.84x); Structural(7.84x)
0x35DA,2,51,9.1,5.6,51,18,32,Unclassified,0,1.0,0,0,
0x1741,2,259,46.6,5.6,259,89,182,Kinase,2.99,0.000576324757143942,12,1,Kinase(2.99x)
0x1581,2,93,16.7,5.6,93,43,78,Unclassified,0,1.0,0,0,
0x34D0,2,71,12.8,5.6,71,21,54,Unclassified,0,1.0,0,0,
0x50BD,2,50,8.9,5.6,50,21,37,Unclassified,0,1.0,0,0,
0x689D,2,94,16.9,5.6,94,33,76,Unclassified,0,1.0,0,0,
0x08D5,2,54,9.6,5.6,54,21,40,Unclassified,0,1.0,0,0,
0x6289,2,239,43.3,5.5,239,89,170,Cytoskeleton,3.42,0.004165328081164206,7,1,Cytoskeleton(3.42x)
0x6DB4,2,576,103.9,5.5,576,197,364,Chromatin,2.27,5.914614423213122e-05,26,2,Chromatin(2.27x); Transcription(1.88x)
0xD37D,2,844,152.1,5.5,844,257,507,Cell adhesion,2.32,0.005188099873834361,12,5,Cell adhesion(2.32x); Cytoskeleton(2.2x); Chromatin(2.14x); Transcription(1.93x); Kinase(1.9x)
0x28B9,2,215,39.3,5.5,215,63,133,RNA processing,3.68,0.0003139396684795556,10,1,RNA processing(3.68x)
0x4566,2,61,11.1,5.5,61,18,35,Unclassified,0,1.0,0,0,
0x2772,2,269,48.7,5.5,269,77,160,Chromatin,2.9,0.0004206120079377662,13,2,Chromatin(2.9x); Transcription(1.74x)
0x35DB,2,96,17.3,5.5,96,35,57,Transcription,2.65,2.0617822285525416e-05,18,1,Transcription(2.65x)
0x158D,2,110,20.0,5.5,110,37,77,Cell adhesion,6.71,0.0007871940155221947,5,1,Cell adhesion(6.71x)
0x7621,2,60,10.8,5.5,60,21,43,Unclassified,0,1.0,0,0,
0xD8BD,2,150,27.1,5.5,150,44,114,Chromatin,3.13,0.003355822475664237,8,1,Chromatin(3.13x)
0xD08D,2,131,23.8,5.5,131,44,108,Unclassified,0,1.0,0,0,
0x790B,2,93,16.8,5.5,93,35,73,Unclassified,0,1.0,0,0,
