word_hex,word_bytes,word_ascii,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_with_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,primary_func_carrier_rate_pct,primary_func_background_rate_pct,all_significant_functions,n_significant_functions,top_families,family_concentration,top_family,all_carrier_genes
0x8828,88 28,.(,2,666,69.86,9.5,666,266,472,Chromatin,3.6,2.08e-09,29,10.9,3.0,"Chromatin(3.6x, p=2.1e-09); Cytoskeleton(2.7x, p=4.6e-03); Protein folding(2.7x, p=6.0e-03); RNA processing(2.3x, p=1.6e-03); Nuc acid bind(2.3x, p=1.8e-09)",5,ERLEC(13); FIP1L(10); CSPP(10); CCDC(9); CARD(8); DNMT(7); LRPPRC(7); TRPM(7); ERC(7); Cep(6),2.0,ERLEC,ABCA3; ACAP2; ACO2; ADCY4; ADD1; ADGB; AFDN; AFF1; AGGF1; AIM9; AKAP13; AKAP9; ALOX12; ANKRD18B; ANKRD20A1; ANKRD24; ANKRD35; AP3B1; ARHGAP35; ARHGEF2; ARHGEF6; ARID4A; AUTS2; AXDND1; Abca3; Aco2; Adgb; Aebp1; Alox12; Ambp; Amot; Arhgap35; Arhgef40; Arid4a; Asz1; Atp10b; BACH2; BBC1; BCCIP; BCLAF1; BNI1; BRE5; BSND; BUD27; BUG1; BZW2; Bbof1; Bclaf1; Brd4; Brip1
0xF697,F6 97,..,2,325,51.79,6.3,325,140,240,Cytoskeleton,3.6,3.72e-03,7,5.0,1.4,"Cytoskeleton(3.6x, p=3.7e-03); Structural(3.1x, p=2.6e-03)",2,SMARCA(11); KMT2C(10); EPG(9); CTC(6); FIP1L(6); ZNF(5); MAPT(5); MBNL(5); LTBP(4); FOXRED(4),3.4,SMARCA,ABCB10; ADGRB2; ADRM1; AK5; ANO2; ARHGAP44; ARHGEF17; ARHGEF26; ARHGEF28; ASPSCR1; Aatk; Abhd14b; Adamts19; Adamtsl4; Ak5; Alms1; Ano2; Arhgap22; Arhgap23; Arlr; BCL9; C2; C3; C6orf132; CACNA1B; CACNA1G; CACNA1H; CASZ1; CDC42BPB; CG43867; CHAMP1; CLASP2; CNGB1; CNN2; COL14A1; COL15A1; COL18A1; COL25A1; COL4A4; CRTC1; CSPG5; CSTF2; CTC1; Cacna2d4; Caskin1; Casp8ap2; Ccdc142; Ccdc187; Cd177; Cd19
0xD0AD,D0 AD,..,2,912,164.98,5.5,912,358,725,Cytoskeleton,3.6,3.54e-06,18,5.0,1.4,"Cytoskeleton(3.6x, p=3.5e-06); Chromatin(2.6x, p=4.0e-06); Cell cycle(2.2x, p=3.2e-03); GTPase(2.2x, p=2.3e-03); Nuc acid bind(1.6x, p=4.4e-04)",5,CLIP(14); TRIP(13); ZNF(13); SACS(10); SMARCA(9); H1-(8); DOCK(8); ARFGEF(7); ADAR(7); CAST(7),1.5,CLIP,A2M; A2m; ABCA12; ABCB4; ABCB7; ABCF1; ABR; ACA1; ACADM; ACADVL; ACIN1; ADAM30; ADAR; ALPK3; AMER3; ANK3; ANKMY1; ANKRD30A; APEH; ARC1; ARFGAP2; ARFGEF1; ARFGEF2; ARHGAP21; ARHGAP32; ARHGEF10; ARMC6; ASL; ASN1; ATP1A3; ATP1A4; ATP5F1B; ATP6V1B1; ATP8B1; Aak1; Abcb7; Adar; Adh5; Aebp2; Aff3; Akna; AlaRS-m; Alpk3; Ank3; Ankrd11; Arfgap1; Arfgef1; Arfgef2; Arhgap31; Ascc3
0x7697,76 97,v.,2,551,68.92,8.0,551,201,422,Phosphatase,3.6,6.65e-03,6,3.0,0.8,"Phosphatase(3.6x, p=6.7e-03); Ubiquitin(3.3x, p=4.8e-06); Kinase(2.5x, p=1.9e-03); Chromatin(2.3x, p=3.0e-03); Nuc acid bind(1.6x, p=5.7e-03)",5,CFH(13); RNPS(8); CSNK1A(8); RAB3GAP(7); ZNF(6); DYNC1H(6); SBF(6); CHD(5); CACNA1A(5); BRAF(5),2.4,CFH,ABCA2; ABI2; ADAMTS12; ADGRG3; ANKFN1; ANKRD53; AP3B1; ARHGAP30; Abcc9; Adamts8; Adcy8; Adgrb2; Akap13; Alg13; Ap3b1; Ap3b2; Apc; Armc5; Asph; Asxl3; Atp10a; Atu; Atxn7; Axn; BCAS3; BIRC6; BRAF; BRCA1; BRWD1; CAAP1; CACNA1A; CACNA1I; CASC3; CBL; CCNT2; CCSER1; CDC4; CDSN; CEP192; CFH; CG34384; CG7611; CHD2; CLASP2; CLEC16A; COL15A1; CSNK1A1; CSNK1A1L; CTR9; CadN
0x0A20,0A 20,. ,2,604,48.85,12.4,604,228,448,Cell cycle,3.6,5.39e-06,17,7.5,2.1,"Cell cycle(3.6x, p=5.4e-06); RNA processing(3.4x, p=2.1e-06); Chromatin(2.5x, p=5.3e-04); Nuc acid bind(2.2x, p=5.7e-07)",4,CCDC(13); AP3B(12); NLRP(9); MJ(8); PSMD(7); SPG(6); TRDN(6); CCDC88A(6); AKAP(5); NAA(5),2.2,CCDC,ABR; ADARB1; ADGB; AFDN; AGBL2; AIF1; AIM2; AKAP13; AKAP5; ANKAR; ANKRD11; ANKRD12; ANKRD18A; ANKRD18B; ANKRD62; AP3B1; AP3D1; ARHGEF35; ARHGEF38; ARID4A; ARMC3; ARP8; ASE1; ATOSA; ATP2B1; ATP6V1C2; ATRIP; ATRX; Abr; Aimp1; Akap3; Ankrd11; Ap3d1; Ap4e1; Arid4a; Arid4b; Arl6ip4; Atp2b1; Atp6v1c2; Atrip; BAZ1A; BOLA3; BRDT; Baz1a; Bbof1; Blm; Brf1; Bub1b; C10orf67; C3orf62
0x2142,21 42,!B,2,441,76.11,5.8,441,165,367,Chromatin,3.6,2.37e-06,18,10.9,3.0,"Chromatin(3.6x, p=2.4e-06); Cell cycle(2.9x, p=2.3e-03)",2,MJ(23); CCDC88A(7); CCDC(7); EPB41L(6); DOCK(6); MYH(5); RGPD(5); GRIP(4); MED12L(4); MJECL(4),5.2,MJ,AASDH; ABCA1; ACSL4; ACSM4; ADAR; AGBL3; AIM22; ANK3; ANKRD12; ANKRD31; ANKS4B; ARHGEF12; ARID4B; ARMC8; ATP7A; ATP7B; ATRX; Abca1; Acsl4; Acsm2; Adcy8; Arhgap29; Arid4b; Armc8; Atm; Atp8b5; BACH2; BAZ2B; BEND7; BPH1; BPTF; Bicd1; C5; CAMK1G; CAT8; CAVIN2; CCDC18; CCDC30; CCDC39; CCDC7; CCDC83; CCDC88A; CCSER2; CD4; CDK7; CDKL3; CEP290; CEP350; CFAP210; CFAP221
0xE79C,E7 9C,..,2,167,7.38,22.6,167,64,127,RNA processing,3.6,6.08e-03,6,9.4,2.6,"RNA processing(3.6x, p=6.1e-03)",1,CACNA1A(7); SRRM(7); CACNA1B(7); GIGYF(5); AFDN(4); SEPTIN(4); PPP2R5D(3); KMT2A(3); ZNF(3); SPTBN(2),4.2,CACNA1A,AFDN; ALB; ARG80; ARHGEF2; ARID3C; Abhd16b; Afdn; Ag2; Arhgap11a; BAZ2B; BICDL2; BIVM-ERCC5; BLTP1; Brca2; Brip1; C4orf50; CACNA1A; CACNA1B; CAPN2; CARD10; CCM2L; CDK18; CHD5; CRACD; CTR9; Cacna1b; Ccm2l; Cep170b; DMXL2; FIP1L1; Fbxo41; GIGYF2; GLI3; GOLGA6L26; GPATCH4; Gigyf1; Gpbp1; Gtpbp3; HELZ2; Hcn1; IL17RE; IRS1; JPH1; KIF16B; KIF27; KLF12; KMT2A; KNL1; Klf12; LOC122526780
0xCB25,CB 25,.%,2,347,29.35,11.8,347,121,244,Cell cycle,3.6,9.00e-04,9,7.4,2.1,"Cell cycle(3.6x, p=9.0e-04); Chromatin(3.3x, p=2.8e-04); DNA repair(3.1x, p=4.5e-04); Nuc acid bind(2.1x, p=8.4e-04); Transcription(1.8x, p=1.1e-03)",5,FOXP(18); GOLGA(16); GOLGB(13); TRIP(9); CCDC(8); MED(5); CEP(5); BRAF(5); PUM(4); Myh(4),5.2,FOXP,AAK1; AKAP9; ANKRD26; ANKRD35; AOS1; ARMC9; ARNT; ARP7; Abca2; Abd-B; Ankrd26; Antp; Arhgap11a; Asx; BIRC6; BRAF; Blm; CABIN1; CCDC13; CCDC141; CCDC142; CCDC144A; CCDC144CP; CCDC30; CCDC88A; CCDC90B; CCHCR1; CEP164; CEP250; CHD7; CHD9; CIZ1; CNTLN; CNTRL; COG4; CPLANE1; Capr; Ccdc141; Ccdc142; Ccdc88c; Ccdc90b; Cd163; CdGAPr; Cep112; Cep152; Cep290; Cep85; Cf2; DAPK1; DDX11L8
0x2442,24 42,$B,2,97,18.02,5.4,97,36,71,Transport,3.6,5.58e-03,6,16.7,4.6,"Transport(3.6x, p=5.6e-03)",1,CFH(10); NBPF(8); SLC25A(4); NEB(3); SPEF(3); MECOM(2); ATE(2); Slc25a(2); PSD(2); NRAP(2),10.3,CFH,AMS1; ANKRD18B; ANKRD20A1; APN1; ATE1; Atr; C5; CAMTA1; CASK; CCDC144CP; CCDC18; CCH1; CDC5; CFH; COL11A1; Ccna2; Cenpn; Cse1; DOCK10; DYN1; Defb18; ECT2L; ELAPOR1; EPRS1; Elapor1; Eprs1; GSY2; Gpatch8; IGFN1; Ir25a; KCNMA1; Lama2; MECOM; MJ1468; MPND; NBPF4; NBPF5P; NBPF6; NEB; NEBL; NEMF; NRAP; Nrap; POB3; POLR3A; PRP8; PSD3; PSMD1; RNF217; SLC25A4
0xE428,E4 28,.(,2,254,35.92,7.1,254,108,198,RNA processing,3.6,4.85e-04,10,9.3,2.6,"RNA processing(3.6x, p=4.9e-04); Nuc acid bind(2.1x, p=1.1e-03)",2,ERC(8); CDK11A(5); SMARCA(4); TOP2B(4); GNL(4); ITSN(4); BBX(3); MYO5A(3); UNC(3); GOLGA(3),3.1,ERC,ABCA9; ABCC8; ADAMTS20; AFAP1; AKAP17A; ANKRD18A; ANKRD26; ARHGEF7; ARVCF; ATP11C; ATP6V0A1; Akap17b; Arhgef7; Aspm; BACH2; BBX; BDP1; Begain; C3orf62; CABIN1; CAPRIN2; CARD9; CCAR1; CCDC180; CCP110; CDCA2; CDK11A; CDK11B; CDK12; CEP350; CG14230; CG15027; CLSPN; CNTLN; CSF2RB; CTNND2; CTSF; Card9; Ccdc148; Ccdc62; Cdk11b; Cep350; Cip2a; DHX38; DTD1; Daam2; Dtd1; E2F8; E2f8; EFCAB5
0x0821,08 21,.!,2,144,10.79,13.3,144,62,126,DNA repair,3.6,3.32e-03,7,11.3,3.2,"DNA repair(3.6x, p=3.3e-03)",1,MJ(5); SLFN(4); ERCC6L(4); SMARCA(4); AKAP(3); VPS(3); TAOK(2); RAB3GAP(2); ZNF(2); TTLL(2),3.5,MJ,ACA1; ACBD5; AKAP7; AKAP8; ALG13; ARPC4-TTLL3; ATP6V0A2; ATP6V1D; ATRX; AUTS2; Abca8a; Ahcyl2; Arhgef18; Atp6v1d; BUD22; Bbof1; CEP112; CFAP43; CHK1; CNTRL; CREBBP; Chd1l; Cyp24a1; DCLRE1A; DDX60; DIP2; DIT1; DNAAF4; DOCK4; DPB11; Ddx10; Dixdc1; EEFSEC; EIF2B1; ELM1; ERCC6L2; FAM111B; FRYL; Gyc88E; HDLBP; HIP; HIP-R; Hdlbp; ICL2; IQCH; IQGAP1; Iqgap1; JAK1; KIAA0408; LUZP1
0x77D7,77 D7,w.,2,650,62.62,10.4,650,256,482,Cytoskeleton,3.6,7.35e-05,13,5.1,1.4,"Cytoskeleton(3.6x, p=7.3e-05); Kinase(3.2x, p=1.2e-06); Chromatin(2.9x, p=9.9e-06); DNA repair(2.0x, p=7.6e-03); Transcription(1.6x, p=1.2e-04)",5,NLRP(16); ATXN(12); EIF4G(11); TRIP(10); ZNF(9); NFIA(8); SRRM(8); CEP(7); CACNA1H(6); AGAP(6),2.5,NLRP,A2M; AATK; ABI3BP; ADD2; ADD3; ADNP; AFAP1L1; AGAP1; AGAP2; AKAP4; AKAP6; AKNAD1; ALPK2; ALS2; ANKHD1; ANKHD1-EIF4EBP3; ANLN; AP3B1; ARAP3; ARHGAP23; ARHGAP29; ARHGEF12; ARHGEF15; ARID1A; ARID3B; ARID4A; ARID4B; ASH1L; ASIC3; ATH1; ATN1; ATP7A; ATXN2; ATXN7L1; Acin1; Adamts5; Add3; Adgra2; Agap1; Agap2; Ahdc1; Als2; Ankfn1; Ankle2; Arglu1; Arid1a; Arid1b; Arid4a; Asx; Atp7a
0xC71C,C7 1C,..,2,280,1.78,157.7,280,79,211,Transcription,3.6,1.06e-14,40,50.6,14.0,"Transcription(3.6x, p=1.1e-14); Chromatin(3.0x, p=9.4e-03)",2,CACNA1H(23); CACNA1A(7); SYNGAP(7); ZNF(5); ARID1B(5); CHD(5); TNKS(4); AUTS(4); IQSEC(4); SORBS(4),8.2,CACNA1H,ABTB3; AMELY; AMOT; ARID1B; ATXN2; AUTS2; Amelx; Arid1b; Auts2; Axin2; B-H1; B-H2; BEAN1; BMP2K; C1GALT1C1; C21orf58; CACNA1A; CACNA1G; CACNA1H; CBX4; CCER2; CG43867; CHD7; CHD8; CITED2; CPEB4; Cacna1h; Cad86C; Catsup; Cbx4; Cited2; Cpeb4; Crag; DLGAP3; DLX2; DUF1; DYRK1A; Deaf1; Dlgap3; Dlx2; Drak; Dyrk1a; E2f1; ERC2; Erc2; Ets96B; FAM76B; FOXB2; FOXF2; FOXG1
0xA69F,A6 9F,..,2,140,15.22,9.2,140,61,113,Cell adhesion,3.6,3.42e-03,7,11.5,3.2,"Cell adhesion(3.6x, p=3.4e-03); Transcription(2.1x, p=1.3e-03)",2,EWSR(5); ZNF(5); NRXN(3); WAS(3); GTPBP(3); DAZAP(2); IRF(2); MAGIX(2); SF(2); DACT(2),3.6,EWSR,ADGRB1; AGAP1; ARX; ASPSCR1; BAG6; Bbc3; CDSN; CLASP2; CLSTN3; CYBA; Clstn3; Cpsf6; Cstf2; DAAM1; DACT2; DACT3; DAZAP1; Daam1; Dazap1; Dgkd; EML3; EPN1; EWSR1; Ebp; Egr2; Elp4; Eml3; Epn1; Ewsr1; FUS; Fgfr3; GLI1; GTPBP1; GTPBP2; Gtpbp2; HNRNPA2B1; Habp4; Hoxa13; Hoxb4; IRF7; ITPKB; Irf2bpl; Itga5; KBTBD11; KHSRP; KIAA1614; KMT2B; KRT76; Khsrp; LAMA4
0xD0A1,D0 A1,..,2,572,105.48,5.4,572,217,452,Cytoskeleton,3.6,2.66e-04,11,5.1,1.4,"Cytoskeleton(3.6x, p=2.7e-04); Structural(2.9x, p=6.3e-04); Chromatin(2.3x, p=2.3e-03); Nuc acid bind(1.6x, p=5.1e-03)",4,IFT(24); ASH1L(7); OS(6); CUL(6); BCLAF(5); CAST(5); SPTBN(5); ZNF(5); DLG(5); KIAA(4),4.2,IFT,ABCA12; ABCC1; ACACB; ACO2; AEP2; AFAP1L1; AFF1; AHI1; AKAP11; ALDH7A1; ALG11; ALPK2; ANK3; ANKAR; ANKRD12; ANKRD31; ANO4; ARFGEF1; ARHGAP12; ARHGAP21; ARHGAP24; ARHGAP6; ARHGEF4; ARID1B; ASE1; ASH1L; ASXL1; ATF7IP2; ATPAF1; Abcc1; Abcc12; Abcc9; Adam12; Adcy5; Adcy6; Afap1l1; Aff1; Ankrd31; Ano1; Arap3; Asun; Atg2b; BCLAF1; BCOR; BMS1; BRCA1; BRR2; BUD4; Brca2; Btbd8
0x5827,58 27,X',2,213,39.21,5.4,213,89,167,DNA repair,3.6,4.98e-04,10,11.2,3.2,"DNA repair(3.6x, p=5.0e-04); Chromatin(3.0x, p=5.2e-03)",2,GOLGB(8); CACNA1B(8); CNTRL(5); MED(5); NAA(5); RB(3); ARHGAP(3); RGPD(3); SLF(3); SPG(3),3.8,GOLGB,ABCA8; ABCB7; ALK1; APC; ARAP2; ARHGAP23; ARHGAP29; Abcc2; Arhgap21; Atrx; BCL9; BLTP1; BRD10; Bcl9l; C12orf56; CACNA1B; CAMSAP2; CC2D2B; CCDC7; CCE1; CCNC; CEP290; CNTLN; CNTRL; COL6A5; CUX1; Cacna1b; CalpC; Ccdc136; Cdk12; Cdk5rap2; Cep83; Cfap161; Cux1; DENND4C; DHRS3; DSP; Dhrs3; EEA1; EXOC5; Exoc5; FHAD1; FILIP1; Fanci; Filip1; Filip1l; GAS2L3; GCC2; GOLGB1; GREB1L
0xA18A,A1 8A,..,2,376,70.92,5.3,376,137,280,Cell cycle,3.5,5.49e-04,10,7.3,2.1,"Cell cycle(3.5x, p=5.5e-04); Chromatin(3.2x, p=2.4e-04); DNA repair(2.8x, p=1.4e-03); Nuc acid bind(2.2x, p=1.5e-04)",4,TTLL(16); NCL(11); OS(8); TRIM(8); CACNA1S(7); ATF(6); FRMPD(4); CAMK2B(4); UNC13A(4); CCDC(4),4.3,TTLL,ADAMTS19; AGP1; AKAP8L; ANO8; ANP32A; ANP32B; ANP32CP; APL4; APLP2; ARMH4; ARP8; ARPC4-TTLL3; ATF6; Aatf; Ankrd24; Ankrd31; Anp32b; Anp32e; Aplp2; Arhgef10; Arid4a; Arid4b; Armh4; Axin1; BCCIP; BLM; BMP2KL; BMS1; BUD27; BUD4; Bccip; Brpf1; C4A; CAB3; CACNA1S; CALR; CAMK2B; CAMK2D; CAMK2G; CC2D1B; CCDC27; CCDC30; CEP164; CG13096; CG4364; CG7766; CHD2; CIK1; CLCN1; CTNNB1
0x9E79,9E 79,.y,2,807,72.31,11.2,807,357,624,RNA processing,3.5,1.07e-09,32,9.0,2.6,"RNA processing(3.5x, p=1.1e-09); Chromatin(2.6x, p=3.8e-06); Cytoskeleton(2.4x, p=4.9e-03); Nuc acid bind(2.1x, p=1.4e-08)",4,ROBO(10); SRRM(10); ZNF(8); FIP1L(7); DNMT(6); LUC7L(6); TENM(6); SMARCA(5); FXR(5); RNPS(5),1.2,ROBO,AARS1; ABCA7; ABCF1; ABHD16A; ABR; ACBD3; ACSM5; ADAMTS14; ADAMTS2; ADRA1B; ADRA1D; ADRA2C; AFDN; AHDC1; AJM1; AMER2; ANO8; ARHGAP23; ARHGAP4; ARHGEF40; ARID4A; ARVCF; ASTE1; ATAD2; ATG16L1; ATP10A; AVPR2; Abhd15; Acbd5; Actbeta; Adra1b; Adra2c; Ajm1; Akna; Alsin2; Angel2; Ankrd53; Ankrd63; Ano8; Aspm; Atg16l1; Atxn3; Avpr2; BAHD1; BAIAP3; BAZ1A; BAZ1B; BAZ2A; BAZ2B; BLTP1
0xA7DA,A7 DA,..,2,379,18.24,20.8,379,179,286,Methylation,3.5,7.94e-03,6,3.4,1.0,"Methylation(3.5x, p=7.9e-03); Chromatin(3.2x, p=2.8e-05); Transcription(1.8x, p=1.1e-04)",3,SMARCA(7); CACNA1B(6); EWSR(5); UPF(4); IL17RC(4); PDCD(4); CACNA1H(4); PEX(4); HNRNPA2B(4); SHANK(4),1.8,SMARCA,ADAMTSL4; ADGRV1; AGMO; AJM1; ALKBH7; AMH; ARHGAP30; ARID1A; ARID1B; ATG9B; ATN1; ATP6V1G2; Abtb3; Adam15; Agmo; Alk; Apc2; Arap1; Arhgap23; Arhgef17; Arhgef25; Arx; Ash2l; BAP1; BCL9; BCL9L; BICDL2; BSN; BSPRY; Bcl9; Bod1l; Bsn; CACNA1B; CACNA1F; CACNA1G; CACNA1H; CCKBR; CD93; CENPT; CHD5; CIMAP1B; COL12A1; COL14A1; CTAG1A; CTAG2; CTSA; CUX1; CYP26C1; CadN2; Cd177
0xA697,A6 97,..,2,348,46.81,7.4,348,142,268,RNA processing,3.5,8.14e-05,13,9.2,2.6,"RNA processing(3.5x, p=8.1e-05); Cell adhesion(2.4x, p=6.5e-03); Transcription(1.7x, p=2.0e-03)",3,CAMTA(10); HNRNPA(10); KRT(9); PCDHB(8); Krt(8); PCDH(7); CXXC(7); HNRNPA2B(6); PPIP5K(4); SYNGAP(4),2.9,CAMTA,AAK1; ACAP3; ADAMTS15; ADAMTS8; ADCY5; ADRA1D; AEBP2; AMER2; ANK1; ANKS1B; APLP1; ATXN7; Aatf; Atx2; BCL9; BHLHE22; BPIFB4; BRD2; Bach2; Bhlhe22; C8A; CAMTA1; CBX6; CCDC85A; CCM2L; CDK13; CEP131; CG30031; CG4751; CHIA; CLASRP; COL20A1; COL27A1; CXXC5; Ccm2l; Ccnl1; Cdv3; Cdx4; Cnot3; Csf1r; D1Pas1; DDX42; DED1; DNMT1; Dach2; Ddx3x; Dhx57; Dif; Dmkn; EFR3A
0xD37D,D3 7D,.},2,1466,233.42,6.3,1466,530,1076,Chromatin,3.5,1.99e-16,56,10.6,3.0,"Chromatin(3.5x, p=2.0e-16); Cytoskeleton(3.2x, p=5.4e-07); Phosphatase(2.5x, p=4.7e-03); Cell cycle(2.1x, p=6.8e-04); Transcription(2.0x, p=2.6e-16); Cell adhesion(1.8x, p=2.2e-03); DNA repair(1.7x, p=3.1e-03)",7,CACNA1H(21); KMT2C(14); SGIP(13); NUP(13); ZNF(13); ROBO(11); TLE(10); EIF4G(10); MYT1L(9); MCM(8),1.4,CACNA1H,AAP1; ABI2; ABI3BP; ACTG1; ADAM28; ADGRG4; AGAP3; AGFG2; AGRN; AHDC1; AHSG; AKAP1; AKAP13; AKAP8; ALY2; ANK1; ANK3; ANKRD53; ANKS1B; ANKS6; APE2; ARAP1; ARG80; ARHGAP11A-SCG5; ARHGAP17; ARHGAP31; ARHGAP33; ARHGAP40; ARHGEF10; ARHGEF15; ARID1A; ARID1B; ARPP21; ASB3; ASXL1; ASXL3; ATXN2; ATXN2L; AXL2; Aak1; Aasdh; Ac78C; Ack-like; Acly; Adamts12; Adgrb2; Adgrl1; Agap2; Ahr; Ahsg
0xA288,A2 88,..,2,538,86.75,6.2,538,224,386,Cytoskeleton,3.5,3.49e-04,11,4.9,1.4,"Cytoskeleton(3.5x, p=3.5e-04); Structural(3.0x, p=2.6e-04); Cell cycle(2.4x, p=6.9e-03); RNA processing(2.4x, p=2.1e-03); Nuc acid bind(2.2x, p=8.8e-07)",5,SPECC(12); CCDC(11); SEPTIN(9); ATXN(9); TRPM(7); DICER(7); CAST(6); ERC(6); NLRP(6); G3BP(6),2.2,SPECC,ABCF1; ABLIM3; AKAP13; AKT1; AMOT; ANK2; ANKRD26; AP4E1; ARAP1; ARGLU1; ARID4A; ARP4; ASXL3; ATF7IP; ATXN2; AXDND1; Ablim3; Adcy5; Arid4b; Arid5b; Atl3; BICD1; BMS1; BNC2; BRCA1; BicD; Bicd1; Bre1; C9orf78; CALD1; CALU; CARD9; CAST; CCAR1; CCDC146; CCDC178; CCDC18; CCDC192; CCDC30; CCDC39; CCDC70; CCDC87; CCDC88A; CCER1; CDC60; CDK11A; CDK11B; CECR2; CENPQ; CEP350
0x20BD,20 BD, .,2,464,87.9,5.3,464,219,382,Transcription,3.5,5.10e-36,108,49.3,14.0,"Transcription(3.5x, p=5.1e-36); Chromatin(2.3x, p=2.6e-03)",2,ZNF(67); FAM90A(30); Znf(13); G6PD(8); EPB41L(8); USP(7); FAM118B(6); ZFP(5); ABCC(5); Zfp(4),14.4,ZNF,ABCB5; ABCC11; ABCC8; ABCD2; ABHD3; ABI3BP; ADAMTS3; AEBP1; AFF1; ANKRD40CL; APA1; ARFGEF1; ARHGAP17; ARPC1A; ASXL1; ATL3; ATP2B2; Abcd2; Aebp1; Afap1; Arhgap17; Arpc1a; Atad2; Atl3; Atosa; Atp10a; BCL6B; BLNK; BRD2; BTBD8; Bclaf3; Bcor; Blnk; Bmp1; C5orf22; CALD1; CARMIL1; CAST; CCDC14; CD2AP; CDCA2; CDK19; CDYL; CECR2; CFAP54; CGNL1; CHD4; CIMIP6; CLIP2; COL27A1
0xE5D7,E5 D7,..,2,213,39.11,5.4,213,100,187,RNA processing,3.5,1.13e-03,9,9.0,2.6,"RNA processing(3.5x, p=1.1e-03); Transcription(1.8x, p=2.4e-03)",2,ZNF(12); SRRM(4); GOLGA(4); NPC1L(3); U2SURP(3); GLI(3); ZSCAN(3); PCDH11Y(2); ZFP(2); CLASRP(2),5.6,ZNF,ABLIM3; ADAMTS3; AHI1-DT; ALPK2; ATP10B; ATP8B3; Abcc6; Ablim1; Ablim3; Alpk1; BEM2; BLTP1; BLTP3B; Baiap3; Bclaf1; C3G; C6orf132; CACNB3; CDC25; CDK12; CENPV; CEP170B; CHRD; CIC; CLASRP; CLK2; COS111; CRZ1; CYTIP; Carmil1; Cdk12; Celsr2; Cherp; Clasrp; Cramp1; DAB2IP; DDX23; DENND4A; DOCK8; Ece1; Epas1; Ezhip; FAB1; FAM117B; FAM120B; FAM180A; FBXO16; FHDC1; Frmd4a; Fyco1
0x74D7,74 D7,t.,2,414,51.53,8.0,414,164,324,Cytoskeleton,3.5,2.30e-03,8,4.9,1.4,"Cytoskeleton(3.5x, p=2.3e-03); Chromatin(2.6x, p=1.3e-03); DNA repair(2.5x, p=2.2e-03); Transcription(1.5x, p=6.6e-03)",4,LRRC37A(14); ROBO(10); ZNF(8); KANSL(6); ARFGEF(5); UTY(5); TRIP(4); FANCM(4); TRIM(4); NRG(4),3.4,LRRC37A,ACIN1; ADGRG4; AFTPH; AGA1; AIMP2; ALR2; ANKHD1; ARFGEF1; ARFGEF2; ARHGAP21; ARHGAP6; ARHGEF5; ART5; ASAP1; ASH1L; ASXL2; ATF7IP; ATP7A; AXDND1; AXL2; Adgrg4; Ankfn1; Arpp21; Asxl2; Atp10a; BCK1; BEM2; BRCA1; BTBD8; Baz1a; Bcor; Bend6; Bod1l; CAT8; CCDC33; CCDC88A; CDKN2AIP; CEFIP; CEP126; CEP350; CG16868; CHAF1A; CHD9; CLASP1; CLEC16A; CNTN5; CNTNAP1; CPAP; CSMD2; CTS1
0x2E62,2E 62,.b,2,809,132.36,6.1,809,303,572,RNA processing,3.5,2.50e-08,27,8.9,2.6,"RNA processing(3.5x, p=2.5e-08); Chromatin(3.3x, p=1.1e-08); Nuc acid bind(2.4x, p=1.1e-11)",3,CACNA1A(18); CEP(16); CDK5RAP(13); JAKMIP(12); CACNA1B(9); CSPP(9); CCDC(8); AKAP(8); Cep(6); KIF1A(6),2.2,CACNA1A,A0A5F8MPE6; ACC1; ACIN1; ADAMTS18; ADE4; ADGB; AFDN; AGBL3; AKAP12; AKAP13; AKAP9; ALMS1; AMOTL2; ANKMY1; ANKRD24; ANKRD6; ANKZF1; APOBR; ARC; ARHGEF18; ARID4A; ASH1L; ATM; ATN1; AUTS2; Abcf2; Acin1; Amotl2; Arc; Arhgap22; Arhgef4; Arid4a; Atp10a; B-H2; BAZ2B; BICD2; BLOC1S6; BPTF; BRD8; BRPF1; Bicd2; Brpf3; C1orf167; C4orf50; C4orf54; CACNA1A; CACNA1B; CACNA1E; CASK; CBX8
0x87D8,87 D8,..,2,259,17.81,14.5,259,96,176,Chromatin,3.5,5.98e-04,10,10.4,3.0,"Chromatin(3.5x, p=6.0e-04); Cell adhesion(2.9x, p=3.9e-03)",2,EPB(10); KCNMA(10); ATP7B(9); HECTD(7); CLTC(5); CMTM(5); KAT6B(5); UNC13A(4); CC2D2A(4); CHD(4),3.9,EPB,ABCC12; ACOX1; ALG1L2; ALK; AMER1; ANO9; APBB2; ARHGEF10; ASB18; ATP13A3; ATP7B; Aatk; Alk; Amer3; Aox4; Apbb2; Arhgef5; Armc3; Ash2l; Asic3; Axn; BCAN; BRCA2; Bcas1; CACNA1D; CACNA2D4; CAST; CC2D2A; CDH15; CDH24; CEFIP; CELSR2; CERT1; CHD4; CHD9; CLTC; CMTM3; CNKSR1; COX16; CSPP1; CTDP1; CUL9; CYLD; Cacna1d; Cand2; Cdh24; Celsr2; Chc; Chd1; Crnkl1
