word_hex,word_bytes,word_ascii,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_with_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,primary_func_carrier_rate_pct,primary_func_background_rate_pct,all_significant_functions,n_significant_functions,top_families,family_concentration,top_family,all_carrier_genes
0x75D5,75 D5,u.,2,1046,175.45,6.0,1046,406,784,Unclassified,0.0,N/A,0,0.0,0.0,,0,ZNF(25); CEP(17); ALS(17); GCDH(11); SPG(10); CERT(10); RIMS(9); MCPH(8); NUP(7); CAPRIN(7),2.4,ZNF,ABCA10; ABCA6; ABCA8; ABCB8; ABCC2; ABCC4; ABCC8; ADA; ADGRA2; ADGRE3; ADGRF5; ADGRG2; ADGRL2; ADPGK; AFF1; AFTPH; AGFG2; ALG9; ALK1; ALMS1; ALS2; ANKMY1; ANKRD27; ANKS6; APC; AREL1; ARFGAP3; ARG2; ARGFX; ARHGAP11A; ARHGAP21; ARHGAP22; ARHGAP23; ARHGEF11; ARID1B; ARMC2; ASAP3; ASF2; ASXL2; ATP6AP2; ATP8B2; ATXN2L; AUTS2; AXL2; Abca6; Abca8a; Abcc9; Adgra2; Adgrg2; Adgrg4
0x596F,59 6F,Yo,2,337,45.43,7.4,337,154,259,Unclassified,0.0,N/A,0,0.0,0.0,,0,INF(15); PITRM(10); ST3GAL(6); ZNF(6); CTC(5); TNK(5); MROH(4); TMEM(4); FANCI(4); GLB1L(4),4.5,INF,ABHD1; ACD; ACE; ADAMTS4; ADGRA2; ADGRB2; ADGRD1; AKAP6; ALK; ALOXE3; ANKMY1; AP5B1; AP5Z1; ARHGAP33; ARHGEF10L; ATF6; ATF7IP; Aak1; Adam11; Adgra2; Alk; Aloxe3; Ap5z1; Arap1; Axin2; BARD1; BCOR; BIT2; BPIFB3; Bcor; CACNA2D4; CHRNA3; COL27A1; CTC1; CWC2; Cbp53E; Cramp1; Crlf2; Csf3r; DCP1B; DERL3; DNAAF5; Dcbld2; EFHC2; EHD3; ESRP2; Ehd3; Exoc3l1; FAM117B; FAM193B
0x6B6D,6B 6D,km,2,570,90.0,6.3,570,225,440,Unclassified,0.0,N/A,0,0.0,0.0,,0,GRIPAP(28); GRIA(9); NLRP(9); TANGO(8); PPFIA(8); MTHFD(6); ANKRD(5); BRD(5); MOV(4); ZNF(4),4.9,GRIPAP,ABCA3; ABCB1; ABLIM1; ABTB3; ACADVL; ACTN3; ADAMTS4; ADAT1; ADCY3; ADCY5; ADCY6; ADCY7; ADRA2C; ALG1; AMER1; ANGPTL6; ANK2; ANKDD1A; ANKHD1; ANKLE1; ANKRD17; ANKRD28; ANKRD44; ANKRD50; AP2M1; AP5B1; ARHGEF28; ARID2; ARID3A; ARMH1; ARSA; ASAH1; ASB12; ASPDH; ATP1A3; ATP4A; Abca3; Abcb1a; Abcc10; Ablim1; Acvr1c; Adamts4; Adamts8; Adat1; Adcy1; Adcy3; Adcy4; Adra2c; Ahi1; Ankdd1b
0xF62F,F6 2F,./,2,229,15.11,15.2,229,93,179,Unclassified,0.0,N/A,0,0.0,0.0,,0,LRRC37A(10); BCAS(5); TMEM(5); TGM(5); ARHGAP(5); PHRF(4); TGFB(4); SBF(4); DNMT(3); CCNB(3),4.4,LRRC37A,ADAMTS12; ADGRL1; AFF1; AHDC1; ARHGAP10; ARHGAP23; ARHGAP33; ARHGEF11; Aatf; Actl10; Ajm1; Arhgap21; Arhgap23; Arhgef17; Atg2a; Atrx; BAG6; BCAS1; BCAS4; BPIFB2; BRSK1; Baz2a; Bmp3; Brsk1; CABIN1; CASKIN1; CCDC69; CCDC86; CCNB1; CDHR2; CDK13; CFAP47; CHAMP1; CNGB1; CSF3R; CSPG4; Cebpd; Cep170b; Cluh; Cngb1; DBN1; DNMT1; Dnah12; Dzank1; EZHIP; FAM193B; FAM47A; FAM47B; Fhod1; Foxe3
0xF69E,F6 9E,..,2,114,15.18,7.5,114,59,92,Unclassified,0.0,N/A,0,0.0,0.0,,0,MIB(4); WNK(4); COL9A(4); CACNA1H(2); GNAS(2); COL4A(2); AGRN(2); CHRNB(2); MMP23B(2); TRH(2),3.5,MIB,AATK; AFG2B; AGRN; Agrn; Amer1; Arhgef25; Asb2; BCL9; BCOR; BRPF1; C8orf82; CACNA1D; CACNA1H; CASKIN1; CD300E; CHRNB2; CIT; COL16A1; COL18A1; COL4A2; COL9A1; COL9A2; Cacna1b; Cic; Col6a2; Col9a1; Corin; Ctc1; DDX23; DUX3; DUX5; Dennd2b; Dys; ENTPD8; GNAS; GPS1; HGH1; Igsf8; JAG2; KAT6A; KIF26A; KNDC1; Kat6a; Kat6b; Kmt2b; LY6G6D; LY6G6F; LY6G6F-LY6G6D; MEGF6; MIB2
0x5B9E,5B 9E,[.,2,152,24.22,6.3,152,76,134,Unclassified,0.0,N/A,0,0.0,0.0,,0,NARS(3); SYNM(3); BCL2L(3); CCHCR(3); KSR(2); FCHO(2); USP(2); MCM(2); JAK(2); TNFSF(2),2.0,NARS,AARS1; ACTN3; AFG2A; AGGF1; AICDA; ALA1; ALOX12; ARAP3; ARHGEF2; ATAD2B; AURKAIP1; Aars2; Abcg5; Afg2a; Asmt; Atxn3; B4GALNT4; BCL2L12; C10orf95; C12orf56; CACNA1A; CCDC194; CCHCR1; CCT6; CFAP263; CG32809; CHD4; Cbarp; Cc2d1a; Cc2d2a; Ccdc148; Cep131; Cgn; Ctc1; Cul7; DAB2IP; DENND2B; DKC1; DVL2; Dab2ip; Ddx17; Dis3l2; E4F1; Esrp2; Evi5; FCHO1; Foxi2; GABRR1; GIGYF2; GLS
0xE7DE,E7 DE,..,2,70,9.48,7.4,70,36,63,Unclassified,0.0,N/A,0,0.0,0.0,,0,GAS2L(3); YTHDC(2); MARVELD(2); ADAM(2); BAG(2); FIBCD(2); GTPBP(2); PRELP(1); GPRASP(1); NKAIN(1),4.3,GAS2L,ABI3BP; ADAM19; AGAP3; AHI1-DT; AKT2; Ajm1; BAG1; Bag1; C2CD4D; CACTIN-AS1; CD5; CHST13; Cdc42bpg; ELP5; ENTREP1; EXOC3L2; Emilin1; Epha10; Ezhip; FAM20A; FAM47DP; FBRS; FIBCD1; Fgfbp3; Fibcd1; GAS2L1; GAS2L2; GPRASP2; GTPBP3; Gas2l1; HES6; HYOU1; IFNLR1; KCNH4; KMT5C; Kprp; L3mbtl1; LOC114841035; MARVELD3; MBD6; MRGPRG; NHERF4; NKAIN; PCSK4; PHRF1; PLEKHM3; PRELP; PRM1; PROB1; PRSS50
0x94D1,94 D1,..,2,81,13.8,5.9,81,33,54,Unclassified,0.0,N/A,0,0.0,0.0,,0,NDUFA(14); DICER(7); PCDH(3); SLAMF(2); CHORDC(2); CDKL(2); CD(2); TMEM9B(2); IGSF(2); OR5T(2),17.3,NDUFA,Abca9; BPT1; C3; CD276; CD300LF; CDHR1; CDKL3; CG9776; CHORDC1; CSF1; Chordc1; DICER1; Dicer1; EYS; Engase; FREM3; Fam171a2; Frem2; GNPTAB; Gnptab; HSD17B7; IGSF23; Iml1; L1cam; LRRC19; NDUFA10; NEURL4; NOS2; OR5T1; OR5T3; OXCT1; PCDH9; PDE10A; PPEF1; Plxna1; Ptprb; RADX; RALGAPA1; SCN10A; SLAMF7; SLC16A9; SLC24A4; SMYD4; Slc16a9; TBCD; TMEM9B; TOPORS; Tas1r2; Tmem38b; UTP10
0xB6D9,B6 D9,..,2,270,34.43,7.8,270,99,217,Unclassified,0.0,N/A,0,0.0,0.0,,0,ACSL(7); SLC26A(6); TY1B-DR(5); HLA-G(4); CAMTA(4); GPSM(4); PGR(4); NASP(4); TBCD(3); LRP(3),2.6,ACSL,ABCA7; ACSL3; ADAMTS13; ADGRB1; ADRA1D; ALK; AMOT; ANKHD1; AP1B1; ATP1A1; ATP1A3; ATRNL1; Acsl3; Aef1; Ak9; Aox3; Armcx2; Atp1a1; BAG6; CAMTA1; CCDC17; CD209; CG43867; CHD3; CLEC4M; CNNM1; CNTFR; COG4; CT47B1; CTDP1; CTNNB1; CYBA; Camta1; Camta2; Cep131; Cog6; Coq2; Cpn; DEPDC5; DIP2C; DOP1B; DUOX1; Dgat1; Dnaaf2; Dpy19l4; Duox1; Dys; Dzip3; EIF4ENIF1; ELAC2
0x596C,59 6C,Yl,2,746,87.07,8.6,746,291,560,Unclassified,0.0,N/A,0,0.0,0.0,,0,FOXP(29); RNASEH2B(16); ADGRL(13); IFT(12); ELP(10); FERMT(9); CHD1L(7); DENND5A(7); TAF(7); ANKRD(6),3.9,FOXP,ABCA6; ABHD16A; ACAD11; ACCSL; ADGRE2; ADGRF2P; ADGRF5; ADGRL3; ADIPOR2; AGGF1; ALG5; ALS2; ALS2CL; ANAPC4; ANAPC5; ANKFY1; ANKK1; ANKRD2; ANKRD24; ANKRD44; ANKRD52; ANKRD65; ANO6; APAF1; APH1A; APL3; APL6; ARAP3; ARHGAP40; ARHGEF2; ARID1B; ARVCF; ATP11C; AXDND1; Abca6; Abcg3; Abhd16a; Acox3; Adgrl3; Adipor2; Agbl1; Als2cl; Anapc4; Ankfy1; Ankk1; Ankrd2; Ankrd52; Aox3; Ap5b1; Ap5z1
0x6CA9,6C A9,l.,2,168,30.75,5.5,168,67,119,Unclassified,0.0,N/A,0,0.0,0.0,,0,KANSL(11); GPAA(5); PLCE(5); TRIM(5); VARS(4); DOCK(4); NUTM(3); KIF1B(3); BAG(3); ZNF(3),6.5,KANSL,ADGRG2; AKAP6; ARHGEF18; ATF6B; Abcb9; Aldh3b1; Alpk2; Anapc2; Arhgap23; BAG6; C1QTNF12; CCDC142; CCDC88B; CEP250; CGNL1; COG5; COL6A2; CROCC2; CSTF2; Card14; Ccdc142; Cep162; Cgnl1; Cog5; Cstf2t; Cyp4ae1; DACT1; DOCK10; DOCK9; DQX1; DST; EBS1; ECPAS; EMILIN1; FBXW7; FRMPD1; Faap24; Focad; GALNT9; GPAA1; GRK7; HIP1R; KANSL1; KEX2; KIF1B; KIF1C; KRBA1; Kansl1; Kdm5; Kif1c
0xB56B,B5 6B,.k,2,309,16.42,18.8,309,134,260,Unclassified,0.0,N/A,0,0.0,0.0,,0,NRXN(7); LRPPRC(6); UBASH3A(5); GPAA(5); LRRC(4); CLCC(4); NPC1L(3); CHDH(3); IQGAP(3); PTGES(3),2.3,NRXN,ABCA13; ABCC1; ADAM12; ADRA2C; AJM1; ALDH16A1; APLP2; AQP8; ARHGAP9; ARMC3; ARSH; ATG16L2; ATP7B; ATXN2; ATXN2L; Abcc1; Abcc10; Adra2c; Adrb3; Ajm1; Aldh16a1; Ankzf1; Aqp3; Armc3; Arsg; Atp13a2; BLOC1S3; Bbs1; C2CD2; CACNA1D; CARS2; CCNA2; CCNO; CEP131; CHDH; CLCC1; COMTD1; CPB1; CTR9; CYBB; Carmil2; Cnot9; Comtd1; Cybb; DDX50; DPP7; DUS3; Dnaaf2; EFCC1; EMX2
0x5E79,5E 79,^y,2,277,43.41,6.4,277,102,216,Unclassified,0.0,N/A,0,0.0,0.0,,0,CLTC(12); ACTN(10); ADGRL(6); MTHFD(6); SKP(5); CCDC(5); ZNF(4); FOXRED(4); RPL(4); TENM(3),4.3,CLTC,ABCA2; ACC1; ACTN1; ACTN2; ACTN4; ADGRL3; ANXA6; APMAP; ASXL2; ATF6; ATP10D; ATP11C; Acacb; Actn1; Actn4; Acvrl1; Adcy6; Adgrl3; Ak9; Alg10; Ankrd27; Arhgap24; Arvcf; Atp11a; Atp11c; Atp13a5; CAPNS2; CARD11; CCDC178; CCDC180; CCDC8; CDC42BPG; CLTC; COX7C; CTAGE1; CTSC; CUB1; CUL9; Cand2; Cc2d1a; Ccdc7a; Cdc42bpg; Cers4; Chrne; Chsy1; Cltc; Cox7c; Cwc22; ENOX1; EXOC3L4
0x7723,77 23,w#,2,65,8.75,7.4,65,27,46,Unclassified,0.0,N/A,0,0.0,0.0,,0,LARP4B(5); UNC(4); ADAR(3); ITPKC(3); UBXN(3); GRIP(2); ZMYM(2); SETD(2); KIF13A(2); HEG(2),7.7,LARP4B,AAK1; ADAR; ANKHD1; Bltp3b; CCDC144CP; CCND3; CRACD; Carmil3; Cdk12; GRAMD2B; GRIP1; HEG1; Hyal5; ITPKC; KANK3; KIDINS220; KIF13A; Kif13a; LARP4B; Larp4b; Lrriq1; MRC1; Med1; Nav2; PIG1; PKC1; POU2F3; Prom2; RBP3; REV3L; Rev3l; SETD2; SLC26A8; SPATA31F1; STU2; SUPT5H; SYTL2; UBXN8; UNC80; USF3; YBR238C; ZMYM3; ZNF592; Zmym3; evgS; ydeN
0xE6DE,E6 DE,..,2,90,13.84,6.5,90,43,71,Unclassified,0.0,N/A,0,0.0,0.0,,0,KANSL(7); DHODH(3); ADGRD(3); DCLRE1C(3); ZC3HAV(2); RIMS(2); SRRM(2); PEX(2); KIFC(2); ARHGAP(2),7.8,KANSL,ABT1; ACACB; ADGRD2; AMER1; ARHGAP23; ARMC5; ARMCX3; ATP5MF-PTCD1; Ak1; Amfr; Arhgap6; Arhgef19; Armcx3; CCDC188; Cdt1; DACT3; DCLRE1C; DHODH; DHX37; EHBP1; EXOC3L1; Eef1akmt3; FAM193B; FCMR; Fam83g; Gpr50; Gucy2e; HOXA5; Hdgfl2; Hoxa5; INKA1; ITGA3; KANSL1; KDM5D; KHDRBS3; KIFC2; KIRREL2; Kel; Klhdc9; Lca5l; MROH6; MVP; Mpl; Mvp; NFKBIL1; NPFFR1; NUBP2; Nfkbil1; PCDHGC4; PDZD4
0xCA2A,CA 2A,.*,2,57,7.7,7.4,57,23,42,Unclassified,0.0,N/A,0,0.0,0.0,,0,ATXN(4); PARP(4); HOOK(2); LLGL(2); SH3TC(2); TJP(2); SYNE(2); GPANK(2); HPS(2); MUTYH(2),7.0,ATXN,ARHGAP9; ATP8B2; ATXN3; Abcc9; Actmap; Atp10d; Atp8b2; Atxn3; BMPER; BTBD8; CBS; CCDC177; Cdk5rap2; Crocc; Faap100; GLI2; GPANK1; GTF3C1; HOOK3; HPS1; LLGL2; Lrrk2; MUTYH; MYO7B; Nacad; Nlrc5; Nup75; Nutm1; OBSCN; PARP10; RPGRIP1L; Rab17; Rhbdd3; SCN1A; SH3TC1; SRL; SYNE1; TJP2; ZNF746; clpB; mngB; ypaA
0xB56E,B5 6E,.n,2,287,10.84,26.5,287,99,183,Unclassified,0.0,N/A,0,0.0,0.0,,0,GRIPAP(33); TMEM(11); KANSL(11); CTNND(7); CCDC(7); GINS(5); TOP3A(5); CUL(4); MYO(4); SH3TC(4),11.5,GRIPAP,AARS2; ABCA2; ADAMTSL4; APC; APL1; ARHGAP45; ARMC5; ARMC6; ARP8; ATP6V0A1; Abi3; Acsl6; AdipoR; Adra2c; Amh; Ankrd24; Arhgef40; Armc6; Arvcf; Atad2; Atoh8; B4GALNT4; BCR; BICDL2; BTBD19; CCDC30; CCDC62; CDH24; CDK5RAP2; CEP295; CHADL; CLIP1; CNKSR2; COG4; COX5A; CTNND1; CTNND2; CUL7; CanA1; Ccdc40; Cpt1c; Crls1; Ctnnd1; DES; DGKI; DIS3L2; Dmrt3; Dock6; EFG1; EXOC3L1
0x8850,88 50,.P,2,174,16.98,10.2,174,72,144,Unclassified,0.0,N/A,0,0.0,0.0,,0,MJ(12); MAP4K(7); EPB(4); LAMA(4); CCDC(3); STK(3); POTEB(3); USP(3); MAGI(3); PATJ(2),6.9,MJ,ADCY8; AHI1; ANKRD31; APC; Adam29; CCDC180; CCDC73; CCDC88A; CENPH; CEP290; CETN3; CLIP1; COL14A1; CSI1; Cals; Camsap2; Casp8ap2; Ccdc175; Ccdc81; Cetn3; Col14a1; DLG4; DNA2; DOCK11; Dcr-2; Dock11; Dzip3; EFCAB5; EPB41; EPL1; FANCD2; GCC2; GON4L; GPT2; IL13RA2; IL7R; IQGAP1; ITPR1; Iqgap1; Itga2; Itgb8; KIAA1586; KRT81; KRT86; KRT87P; Krt81; Krt86; LAMA2; LAMA4; LIFR
0xB5D5,B5 D5,..,2,456,90.72,5.0,456,186,369,Unclassified,0.0,N/A,0,0.0,0.0,,0,FAM90A(29); TYK(8); ZNF(7); CTC(5); ACTN(5); MATR(5); SH3TC(4); CCDC(4); MST1R(4); SORBS(4),6.4,FAM90A,ABCA2; ABCA3; ABCC8; ABCC9; ACTN1; ACTN2; ADAD2; ADGRF2P; AGAP2; AIF1; ANKRD27; ANKS1B; ANO5; APOBEC3B; ARAP3; ARHGAP31; ARHGEF18; ARO1; ARRDC2; ATP10B; ATP1B4; ATP2B2; Aars2; Abcc2; Acsbg1; Adgra3; Alpk1; Ankle2; Arhgap31; Asb3; Atp4a; BNC1; BRCA1; BTBD9; Bcap29; Bicdl2; Bicral; Btbd9; C18orf15; C1orf174; C2CD2L; C2cd2l; CC2D2A; CCDC136; CCDC17; CCDC27; CCDC88A; CECR2; CET1; CG2691
0xB65C,B6 5C,.\,2,97,17.92,5.4,97,38,61,Unclassified,0.0,N/A,0,0.0,0.0,,0,VARS(8); GRIK(7); POLR1B(7); NDE(7); UTY(5); ADAM(2); ZNF(2); FANCI(2); NOL(2); C1orf(2),8.2,VARS,A4GALT; ABCA3; ADAM23; AFF2; Ankrd26; Arhgap18; Armcx2; Atp2b4; BBS12; BICRAL; BLTP1; C1orf174; CRYGS; Cand2; DLGAP1; Eml1; Exoc8; FANCI; Fcho2; GRIK2; Grik2; Gyf; IFT140; IMMT; IPO5; ITGA5; Impa2; Ipo5; KHNYN; KRT40; MYO6; Map3k15; NDE1; NIP1; NOL6; Nde1; PCDHGA7; PHKA2; PIKFYVE; POLR1B; PTP4A1; Phc3; Phka2; Ptp4a1; RAB3GAP2; SKIC3; SMC4; SMG1; SOS1; SPTBN2
0x882E,88 2E,..,2,85,11.35,7.5,85,38,61,Unclassified,0.0,N/A,0,0.0,0.0,,0,MCPH(11); RFTN(5); FAM111A(3); NEXN(3); TUT(3); Tut(2); PALM(2); ZNF(2); KCNQ(2); SLC4A(2),12.9,MCPH,ADY3; AGBL3; ANKRD17; Adamts19; BDP1; C3; CARS1; CHAF1A; CHGB; CLTC; Ccdc179; Cspp1; CysRS; DNMT1; Dclre1a; Ece1; FAM111A; FKBP9; IRAG2; ITCH; KCNQ3; MAGI1; MCPH1; MPHOSPH10; MTRR; MYO10; MYO3A; NEXN; NUDT9; Nudt9; OSBPL10; PALM3; PHLDB2; PLEKHG3; PRKG2; Pdpk1; Phf23; Ppp1r12b; Prdm5; Prkg2; RFTN1; Rftn1; SLC4A7; SLK; SRPK2; SRRM1; Sncaip; Sp2; Surf6; TRPM5
0x8818,88 18,..,2,205,28.13,7.3,205,92,163,Unclassified,0.0,N/A,0,0.0,0.0,,0,ATXN(11); NBPF(10); CTAGE(5); PPWD(5); NEDD4L(3); EDEM(3); ERC(3); CCDC88A(3); DTNA(3); MJ(3),5.4,ATXN,ADAMTS3; AGTPBP1; ANKRD20A1; ARAP1; ARHGAP20; ASE1; ATAD2; ATP6V0A1; ATRX; ATXN2; Agtpbp1; BDP1; BRF1; BUD4; Bcap31; CABYR; CACNA2D2; CAMTA1; CATSPERB; CCDC181; CCDC88A; CDCA2; CEP162; CFAP53; CHM; CTAGE15; CTAGE4; CTAGE8; CTAGE9; Cfh; Chm; DEPDC4; DNTTIP2; DOCK1; DTNA; Dync2i1; EAF7; EDAR; EDEM3; EFCC1; ERC1; ERICH3; ESC2; Edar; Erc1; FAM13B; GAS2; Gmnn; HOMER2; HOOK1
0x5967,59 67,Yg,2,743,94.8,7.8,743,317,571,Unclassified,0.0,N/A,0,0.0,0.0,,0,ALS(19); INF(17); KRTAP4-(14); KRTAP9-(12); SLMAP(12); PRMT(12); XPO(11); RAB3GAP(9); SDHAF(7); KRTAP10-(7),2.6,ALS,ABCA3; ABCA8; ABCC10; ABCC8; ACOT2; ADAR; ADARB1; ADGRE2; ADGRG1; ADRA1B; AHCYL2; AKAP6; AKR1B1; ALS2; ALS2CL; ANKAR; ANKRD18B; ANKRD27; ANKS1A; ANTXRL; AP-2alpha; AP3B1; AP3B2; APEH; APL3; ARHGAP21; ARHGAP28; ARHGEF10; ARID2; ARMT1; ASTN2; ATG11; ATL1; ATP10A; ATP10D; ATP13A4; ATP2B3; ATP7A; ATRIP; AXDND1; Aars2; Actmap; Adad2; Adcy5; Adgrg1; Adra1b; Als2; Ankar; Ankdd1b; Ankrd27
0x5B9B,5B 9B,[.,2,187,25.94,7.2,187,93,151,Unclassified,0.0,N/A,0,0.0,0.0,,0,KCNMA(15); VARS(4); SCN3A(4); CFTR(3); MSH(3); ZNF(2); PDE8B(2); OSCAR(2); C2CD2L(2); MJ(2),8.0,KCNMA,AARS1; ABCD1; ALS2; ANKRD35; ARMCX2; ATP4A; Armcx2; BCL3; BEGAIN; BICDL2; BUB1; Begain; C20orf204; C2CD2L; C2cd2l; C4A; CAPS; CASKIN2; CATSPER1; CCDC157; CDAN1; CEP83; CERT1; CFAP45; CFTR; CG2182; CHADL; CHL1; CLIP2; Cand2; Cep83; Cfap45; Chad; Crag; DPP7; DPY19L1; DUX3; DUX5; DYNC2I1; EFCC1; EIF2B4; EXD3; FBXO41; FHOD1; Fam83g; Fbf1; Fhod1; Fmnl1; GAL3ST2; GIGYF1
0xE725,E7 25,.%,2,187,26.33,7.1,187,89,144,Unclassified,0.0,N/A,0,0.0,0.0,,0,OAS(9); ZNF(6); KDM5C(5); LILRB(5); CACNA1C(4); MYH(4); PGR(4); VARS(3); ATM(3); PDE4DIP(3),4.8,OAS,AARS2; ABHD16A; ALOX5; ARHGEF18; ASH1; ATM; Abhd16a; Adam22; Adamts13; Alox5; Atm; BAIAP3; BICDL1; BLTP2; CACNA1C; CAT2; CEP290; CG43427; CG9801; Cage1; DMD; DNAH5; DNMT1; DSTYK; DYRK2; DYSF; Dock9; Dys; EEA1; ESPN; EVPL; Eea1; Emilin1; FAM13A; FYCO1; Fam149a; Gsdma; IL17RA; INPP4A; INPPL1; IQSEC2; ITPRID1; ITSN1; JARID2; KASH5; KDM5C; KIF3A; KRT8; Kif3a; Kl
0xB2CA,B2 CA,..,2,181,33.54,5.4,181,71,150,Unclassified,0.0,N/A,0,0.0,0.0,,0,FOXP(7); Cep(4); GOLGA6L(4); GOLGA(4); JAKMIP(4); MACF(2); CCDC(2); GRIPAP(2); SNX(2); SYNE(2),3.9,FOXP,ACIN1; ANK2; ANKFN1; ANKRD26; APOA4; ATXN3; Acin1; Amotl1; Atxn3; BRD10; CALCOCO2; CBK1; CCDC18; CCNF; CEP250; CIZ1; CUX1; Cep120; Cep152; Cep350; Cep70; Chga; Cntrl; Csf2rb; Cux1; DBNL; Dlg5; E(bx); ENT2; EP300; ESPL1; Elp1; FAM184A; FOXP1; FOXP2; Fhip1a; Foxp1; GAL83; GOLGA3; GOLGA4; GOLGA6L10; GOLGA6L19; GOLGA8DP; GOLGA8F; GRIPAP1; Gak; Glt; Golga3; HAP1; HDAC9
0x90A9,90 A9,..,2,215,42.69,5.0,215,99,166,Unclassified,0.0,N/A,0,0.0,0.0,,0,ZNF(14); STAG(9); KALRN(6); DNM(5); POLD(5); TSEN(4); HAL(3); MJ(3); CHD(3); RPL(2),6.5,ZNF,AARS1; ADAMTS17; ADAMTS18; ADAMTSL2; AFF1; AGAP1; AIFM3; AJUBA; ANKEF1; ANKS1B; ARHGEF40; ASH2L; Acot7; Acsm4; Adcy5; Aifm3; Ankef1; Arhgap40; BUD13; Bcr; Btbd8; C2CD2; CBX4; CHD4; COL23A1; CORO1A; CRAMP1; CYP20A1; Cbx4; Coro1a; Cyp20a1; DDHD2; DNM1; DNM3; DRG2; DZIP1; Ddn; Dnm1; Dnm3; Dock1; EFCAB8; EGFLAM; Egflam; Eif2ak1; FANCM; FBLL1; FEZF1; FKBP5; FOXG1; FRG2C
0x5E41,5E 41,^A,2,158,23.22,6.8,158,59,125,Unclassified,0.0,N/A,0,0.0,0.0,,0,HLA-DQB(12); INTS(5); OTC(3); LAMA(3); COCH(3); MREG(3); MYO1B(3); ECM(2); CHD(2); IQSEC(2),7.6,HLA-DQB,ABCB1; ADGRE1; ADR1; AMY1A; AMY1B; AMY1C; AMY2A; AMY2B; ATXN10; Abo; Adam10; Adamts8; Atxn10; Bid; CASP8AP2; CEP192; CFAP61; CG14803; CHD1; COCH; CRBN; Ccdc158; Cfap91; Cilk1; Clca2; Ctso; Cyp12e1; DYRK4; Dhx29; Dyrk4; EBF2; ECM16; ECM32; ELA1; Ebf2; Edc3; FGFR2; Fndc3c1; GLS2; GRIN2A; Gcfc2; Gls2; Grin2a; H2-Ab1; HLA-DQB1; HLA-DQB2; INTS4; IQSEC3; IREB2; ITPRIPL1
0x98A9,98 A9,..,2,287,55.72,5.2,287,123,209,Unclassified,0.0,N/A,0,0.0,0.0,,0,KIR2DL(20); KIR2DS(17); SGCE(9); MADD(8); QRICH(4); CLSTN(4); PCSK(3); FRMPD(3); RELCH(3); GSDMD(3),7.0,KIR2DL,A1BG; ADAMTS1; ADAP1; ADGRB2; ADGRL2; AGAP2; AOX1; ARHGAP30; ARHGEF19; ARO1; ATAD3A; ATAD3B; ATP6V0A1; ATXN1L; Aox3; Arhgap40; Arhgef12; Art7; BAG3; BAZ2A; BCL11B; BCL2L11; BCR; BHLHA15; Bag3; Bcl11b; Bcl2l11; Btn2a2; C15orf32; CACNA1A; CAPN15; CARD14; CCDC24; CEP68; CG33172; CLSTN3; CNKSR2; COBL; COPRS; CRACD; Cdh1; Cftr; Cmtr1; Cracr2b; DBNL; DDX21; DGKQ; Dbnl; Dpy19l2; EN2
0xF4D3,F4 D3,..,2,79,7.09,11.1,79,22,43,Unclassified,0.0,N/A,0,0.0,0.0,,0,ALS(20); SERPING(8); HAVCR(4); TCERG(3); LRRC37B(3); NELFA(2); Cd(2); EIF4ENIF(2); ABI3BP(2); Shb(1),25.3,ALS,ABI3BP; ACO2; ALS2; Abd-B; BCR; CD300LF; CDC13; CDHR4; Camsap3; Cd164; Cd68; Ceacam20; Clec16a; EIF4ENIF1; ELF2; HAVCR1; KLHL29; Klhl29; LRRC37B; Lrrtm2; MAPK8IP1; MUCL1; MYRF; NELFA; NFATC1; NPNT; POM121B; PUF4; Plk2; Podxl; RSC58; SED1; SERPING1; SHANK2; SIPA1L3; Sb; Shb; TCERG1; WHI5; YIL055C; eag; scaf; yem
0xE62A,E6 2A,.*,2,80,9.06,8.8,80,30,40,Unclassified,0.0,N/A,0,0.0,0.0,,0,KIR3DL(26); FANCI(8); ADAP(4); ATXN2L(3); DDX(3); GNB(3); SYNM(2); ATXN(2); IRF(2); KIR2DS(2),32.5,KIR3DL,ADAP1; ADAP2; ADGRF3; ANK1; ATXN2; ATXN2L; CILP2; Cactin; Cndp2; DDX21; DDX56; DSCAM; FANCI; GNB3; IRF3; IRF7; KIF26B; KIR2DS4; KIR3DL1; KIR3DL2; KIR3DL3; KIR3DP1; LOC128966728; MNR2; Myo15a; NEK5; PISD; PLEKHA4; Pcsk5; Plekhf1; SLC6A19; SLC6A3; SYNM; Samd11; Sh3d19; TMEM132B; UNC80; WDR6; lola; rpa
